[siege-trace] t137a__04 t=32734 (22,9) map=1 stage=0 hp=100%
[siege-trace] t137a__00 t=32858 (28,10) map=1 stage=5 hp=85%
[siege-trace] t137a__06 t=32858 (23,10) map=1 stage=3 hp=100%
[siege-trace] t137a__01 t=32859 (26,10) map=1 stage=4 hp=69%
[siege-trace] t137a__07 t=32859 (28,10) map=1 stage=5 hp=15%
[siege-trace] t137a__03 t=32860 (23,10) map=1 stage=3 hp=88%
[siege-trace] t137a__05 t=32860 (30,12) map=1 stage=3 hp=100%
[siege-trace] t137a__08 t=32885 (26,14) map=1 stage=0 hp=100%
[siege-trace] t137a__11 t=32886 (27,10) map=6 stage=5 hp=75%
[siege-trace] t137a__04 t=32886 (23,10) map=1 stage=3 hp=69%
[siege-trace] t137a__10 t=32887 (23,10) map=1 stage=3 hp=20%
[siege-trace] t137a__02 t=32887 (27,10) map=1 stage=5 hp=8%
[siege-trace] t137a__09 t=32887 (28,10) map=6 stage=5 hp=8%
[siege-trace] t137a__06 t=32888 (23,10) map=6 stage=3 hp=92%
[siege-trace] t137a__01 t=32889 (28,10) map=1 stage=5 hp=42%
[siege-trace] t137a__07 t=32889 (27,10) map=1 stage=5 hp=8%
[siege-trace] t137a__03 t=32890 (26,10) map=1 stage=4 hp=67%
[siege-trace] t137a__05 t=32890 (26,10) map=1 stage=4 hp=29%
[siege-trace] t137a__00 t=32891 (23,27) map=6 stage=1 hp=100%
[siege-trace] t137a__08 t=32915 (26,10) map=6 stage=4 hp=34%
[siege-trace] t137a__11 t=32916 (28,10) map=6 stage=5 hp=52%
[siege-trace] t137a__04 t=32916 (26,10) map=1 stage=4 hp=10%
[siege-trace] t137a__10 t=32917 (26,10) map=6 stage=4 hp=55%
[siege-trace] t137a__02 t=32917 (23,10) map=6 stage=3 hp=96%
[siege-trace] t137a__09 t=32917 (23,10) map=1 stage=3 hp=83%
[siege-trace] t137a__06 t=32918 (26,10) map=6 stage=4 hp=55%
[siege-trace] t137a__01 t=32919 (28,10) map=1 stage=5 hp=12%
[siege-trace] t137a__07 t=32919 (23,10) map=6 stage=3 hp=85%
[siege-trace] t137a__03 t=32920 (23,10) map=6 stage=3 hp=81%
[siege-trace] t137a__05 t=32920 (23,10) map=6 stage=3 hp=79%
[siege-trace] t137a__00 t=32921 (24,10) map=6 stage=3 hp=39%
[siege-trace] t137a__08 t=32945 (27,10) map=6 stage=5 hp=1%
[siege-trace] t137a__11 t=32946 (28,10) map=6 stage=5 hp=40%
[siege-trace] t137a__04 t=32946 (28,10) map=1 stage=5 hp=13%
[siege-trace] t137a__10 t=32947 (26,10) map=1 stage=4 hp=61%
[siege-trace] t137a__02 t=32947 (26,10) map=6 stage=4 hp=52%
[siege-trace] t137a__09 t=32947 (26,10) map=1 stage=4 hp=76%
[siege-trace] t137a__06 t=32948 (27,10) map=6 stage=5 hp=1%
[siege-trace] t137a__01 t=32949 (28,10) map=1 stage=5 hp=15%
[siege-trace] t137a__07 t=32949 (26,10) map=6 stage=4 hp=59%
[siege-trace] t137a__03 t=32950 (23,10) map=6 stage=3 hp=86%
[siege-trace] t137a__00 t=32951 (26,11) map=6 stage=4 hp=41%
[siege-trace] t137a__05 t=32951 (34,16) map=1 stage=1 hp=100%
[siege-trace] t137a__08 t=32975 (27,10) map=6 stage=5 hp=7%
[siege-trace] t137a__11 t=32976 (28,10) map=6 stage=5 hp=35%
[siege-trace] t137a__04 t=32976 (28,10) map=1 stage=5 hp=19%
[siege-trace] t137a__10 t=32977 (23,10) map=1 stage=3 hp=81%
[siege-trace] t137a__02 t=32977 (23,10) map=1 stage=3 hp=82%
[siege-trace] t137a__09 t=32978 (28,10) map=1 stage=5 hp=50%
[siege-trace] t137a__06 t=32978 (23,10) map=1 stage=3 hp=58%
[siege-trace] t137a__01 t=32979 (28,10) map=1 stage=5 hp=20%
[siege-trace] t137a__07 t=32979 (28,10) map=6 stage=5 hp=53%
[siege-trace] t137a__03 t=32980 (27,10) map=6 stage=4 hp=52%
[siege-trace] t137a__00 t=32981 (28,10) map=6 stage=5 hp=35%
[siege-trace] t137a__05 t=32981 (27,10) map=6 stage=4 hp=23%
[siege-trace] t137a__08 t=33005 (27,10) map=6 stage=5 hp=13%
[siege-trace] t137a__11 t=33006 (28,10) map=6 stage=5 hp=39%
[siege-trace] t137a__04 t=33006 (28,10) map=1 stage=5 hp=24%
[siege-trace] t137a__10 t=33007 (25,10) map=1 stage=4 hp=9%
[siege-trace] t137a__09 t=33008 (28,10) map=1 stage=5 hp=47%
[siege-trace] t137a__02 t=33008 (26,14) map=1 stage=0 hp=100%
[siege-trace] t137a__06 t=33008 (25,10) map=1 stage=4 hp=49%
[siege-trace] t137a__01 t=33009 (28,10) map=1 stage=5 hp=26%
[siege-trace] t137a__07 t=33009 (28,10) map=6 stage=5 hp=11%
[siege-trace] t137a__03 t=33010 (27,10) map=6 stage=5 hp=43%
[siege-trace] t137a__00 t=33011 (28,10) map=6 stage=5 hp=41%
[siege-trace] t137a__05 t=33011 (26,10) map=1 stage=4 hp=83%
[siege-trace] t137a__08 t=33035 (27,10) map=6 stage=5 hp=18%
[siege-trace] t137a__11 t=33036 (28,10) map=6 stage=5 hp=45%
[siege-trace] t137a__04 t=33036 (28,10) map=1 stage=5 hp=30%
[siege-trace] t137a__10 t=33037 (25,10) map=6 stage=4 hp=81%
[siege-trace] t137a__09 t=33038 (28,10) map=1 stage=5 hp=26%
[siege-trace] t137a__02 t=33038 (27,10) map=6 stage=4 hp=7%
[siege-trace] t137a__06 t=33038 (24,10) map=6 stage=3 hp=40%
[siege-trace] t137a__01 t=33039 (28,10) map=1 stage=5 hp=32%
[siege-trace] t137a__07 t=33039 (28,10) map=6 stage=5 hp=17%
[siege-trace] t137a__03 t=33040 (27,10) map=6 stage=5 hp=27%
[siege-trace] t137a__00 t=33041 (28,10) map=6 stage=5 hp=46%
[siege-trace] t137a__05 t=33041 (23,10) map=6 stage=3 hp=81%
[siege-trace] t137a__08 t=33065 (27,10) map=6 stage=5 hp=24%
[siege-trace] t137a__11 t=33066 (28,10) map=6 stage=5 hp=38%
[siege-trace] t137a__04 t=33066 (28,10) map=1 stage=5 hp=35%
[siege-trace] t137a__10 t=33067 (28,10) map=6 stage=5 hp=10%
[siege-trace] t137a__09 t=33068 (28,10) map=1 stage=5 hp=31%
[siege-trace] t137a__02 t=33068 (26,10) map=6 stage=4 hp=97%
[siege-trace] t137a__06 t=33068 (25,10) map=1 stage=4 hp=10%
[siege-trace] t137a__01 t=33069 (28,10) map=1 stage=5 hp=32%
[siege-trace] t137a__07 t=33069 (23,10) map=1 stage=3 hp=86%
[siege-trace] t137a__03 t=33070 (23,10) map=1 stage=3 hp=76%
[siege-trace] t137a__00 t=33071 (28,10) map=6 stage=5 hp=52%
[siege-trace] t137a__05 t=33071 (24,10) map=1 stage=3 hp=53%
[siege-trace] t137a__08 t=33095 (23,10) map=1 stage=3 hp=67%
[siege-trace] t137a__11 t=33096 (28,10) map=6 stage=5 hp=37%
[siege-trace] t137a__04 t=33096 (28,10) map=1 stage=5 hp=41%
[siege-trace] t137a__10 t=33097 (22,11) map=6 stage=3 hp=87%
[siege-trace] t137a__09 t=33098 (28,10) map=1 stage=5 hp=36%
[siege-trace] t137a__02 t=33098 (28,10) map=6 stage=5 hp=72%
[siege-trace] t137a__06 t=33098 (23,10) map=1 stage=3 hp=25%
[siege-trace] t137a__01 t=33099 (28,10) map=1 stage=5 hp=37%
[siege-trace] t137a__07 t=33099 (23,10) map=6 stage=3 hp=92%
[siege-trace] t137a__03 t=33100 (26,10) map=1 stage=4 hp=69%
[siege-trace] t137a__00 t=33101 (28,10) map=6 stage=5 hp=7%
[siege-trace] t137a__05 t=33101 (26,10) map=1 stage=4 hp=9%
[siege-trace] t137a__08 t=33125 (26,10) map=1 stage=4 hp=18%
[siege-trace] t137a__11 t=33126 (28,10) map=6 stage=5 hp=4%
[siege-trace] t137a__04 t=33126 (28,10) map=1 stage=5 hp=47%
[siege-trace] t137a__10 t=33127 (26,10) map=6 stage=4 hp=77%
[siege-trace] t137a__09 t=33128 (28,10) map=1 stage=5 hp=42%
[siege-trace] t137a__02 t=33128 (23,10) map=1 stage=3 hp=54%
[siege-trace] t137a__06 t=33128 (23,10) map=1 stage=3 hp=87%
[siege-trace] t137a__01 t=33129 (28,10) map=1 stage=5 hp=43%
[siege-trace] t137a__07 t=33129 (27,10) map=6 stage=4 hp=42%
[siege-trace] t137a__03 t=33130 (34,16) map=1 stage=0 hp=97%
[siege-trace] t137a__00 t=33131 (24,10) map=1 stage=3 hp=75%
[siege-trace] t137a__05 t=33131 (26,10) map=6 stage=4 hp=83%
[siege-trace] t137a__08 t=33155 (15,19) map=6 stage=3 hp=100%
[siege-trace] t137a__11 t=33156 (23,10) map=1 stage=3 hp=79%
[siege-trace] t137a__04 t=33156 (28,10) map=1 stage=5 hp=26%
[siege-trace] t137a__10 t=33157 (28,10) map=6 stage=5 hp=78%
[siege-trace] t137a__02 t=33158 (14,21) map=6 stage=2 hp=100%
[siege-trace] t137a__09 t=33158 (26,14) map=1 stage=0 hp=100%
[siege-trace] t137a__01 t=33159 (28,10) map=1 stage=5 hp=33%
[siege-trace] t137a__06 t=33159 (23,11) map=6 stage=3 hp=100%
[siege-trace] t137a__07 t=33159 (24,10) map=1 stage=3 hp=82%
[siege-trace] t137a__03 t=33160 (22,11) map=6 stage=3 hp=69%
[siege-trace] t137a__00 t=33161 (26,10) map=1 stage=4 hp=56%
[siege-trace] t137a__05 t=33161 (27,10) map=6 stage=5 hp=3%
[siege-trace] t137a__08 t=33185 (26,10) map=6 stage=4 hp=87%
[siege-trace] t137a__11 t=33186 (25,10) map=1 stage=4 hp=39%
[siege-trace] t137a__10 t=33187 (28,10) map=6 stage=5 hp=59%
[siege-trace] t137a__04 t=33187 (20,12) map=6 stage=3 hp=100%
[siege-trace] t137a__02 t=33188 (26,10) map=6 stage=1 hp=0%
[siege-trace] t137a__09 t=33188 (23,10) map=1 stage=3 hp=33%
[siege-trace] t137a__01 t=33189 (27,10) map=1 stage=5 hp=12%
[siege-trace] t137a__06 t=33189 (26,10) map=1 stage=4 hp=50%
[siege-trace] t137a__07 t=33189 (25,10) map=1 stage=4 hp=47%
[siege-trace] t137a__03 t=33190 (27,10) map=6 stage=4 hp=16%
[siege-trace] t137a__00 t=33191 (27,10) map=1 stage=0 hp=0%
[siege-trace] t137a__05 t=33191 (23,10) map=1 stage=3 hp=0%
[siege-trace] t137a__08 t=33215 (28,10) map=6 stage=5 hp=6%
[siege-trace] t137a__11 t=33217 (27,24) map=6 stage=1 hp=100%
[siege-trace] t137a__10 t=33217 (27,10) map=6 stage=5 hp=38%
[siege-trace] t137a__04 t=33217 (26,10) map=6 stage=4 hp=82%
[siege-trace] t137a__02 t=33218 (26,10) map=1 stage=4 hp=12%
[siege-trace] t137a__09 t=33218 (23,10) map=6 stage=1 hp=0%
[siege-trace] t137a__06 t=33219 (23,10) map=6 stage=3 hp=97%
[siege-trace] t137a__01 t=33219 (32,16) map=1 stage=0 hp=100%
[siege-trace] t137a__07 t=33220 (23,16) map=6 stage=3 hp=100%
[siege-trace] t137a__03 t=33220 (23,10) map=6 stage=3 hp=65%
[siege-trace] t137a__00 t=33221 (23,10) map=6 stage=3 hp=59%
[siege-trace] t137a__05 t=33221 (27,10) map=6 stage=4 hp=81%
[siege-trace] t137a__08 t=33245 (24,10) map=1 stage=3 hp=60%
[siege-trace] t137a__11 t=33247 (23,10) map=1 stage=3 hp=73%
[siege-trace] t137a__10 t=33247 (27,10) map=6 stage=5 hp=7%
[siege-trace] t137a__04 t=33247 (28,10) map=6 stage=5 hp=80%
[siege-trace] t137a__09 t=33248 (26,10) map=1 stage=4 hp=44%
[siege-trace] t137a__02 t=33249 (34,16) map=1 stage=3 hp=100%
[siege-trace] t137a__06 t=33249 (26,10) map=6 stage=4 hp=86%
[siege-trace] t137a__01 t=33249 (24,10) map=6 stage=3 hp=70%
[siege-trace] t137a__07 t=33250 (26,10) map=6 stage=4 hp=14%
[siege-trace] t137a__03 t=33251 (34,16) map=1 stage=3 hp=100%
[siege-trace] t137a__00 t=33251 (26,10) map=6 stage=4 hp=12%
[siege-trace] t137a__05 t=33251 (27,10) map=6 stage=5 hp=14%
[siege-trace] t137a__08 t=33275 (26,10) map=1 stage=4 hp=4%
[siege-trace] t137a__11 t=33277 (25,10) map=1 stage=4 hp=26%
[siege-trace] t137a__10 t=33277 (23,10) map=1 stage=3 hp=67%
[siege-trace] t137a__04 t=33277 (28,10) map=6 stage=5 hp=4%
[siege-trace] t137a__02 t=33279 (26,10) map=1 stage=4 hp=67%
[siege-trace] t137a__06 t=33279 (28,10) map=6 stage=5 hp=44%
[siege-trace] t137a__09 t=33279 (34,16) map=1 stage=0 hp=100%
[siege-trace] t137a__01 t=33279 (27,10) map=6 stage=4 hp=58%
[siege-trace] t137a__07 t=33280 (23,10) map=1 stage=3 hp=49%
[siege-trace] t137a__03 t=33281 (26,10) map=1 stage=4 hp=11%
[siege-trace] t137a__00 t=33281 (23,10) map=1 stage=3 hp=79%
[siege-trace] t137a__05 t=33282 (19,12) map=1 stage=2 hp=100%
[siege-trace] t137a__08 t=33305 (26,10) map=6 stage=4 hp=77%
[siege-trace] t137a__11 t=33307 (28,10) map=1 stage=5 hp=13%
[siege-trace] t137a__10 t=33307 (26,10) map=1 stage=4 hp=43%
[siege-trace] t137a__04 t=33307 (21,14) map=1 stage=2 hp=100%
[siege-trace] t137a__02 t=33309 (28,10) map=1 stage=5 hp=70%
[siege-trace] t137a__06 t=33309 (23,10) map=1 stage=3 hp=78%
[siege-trace] t137a__09 t=33309 (24,10) map=6 stage=3 hp=97%
[siege-trace] t137a__07 t=33310 (21,21) map=6 stage=3 hp=100%
[siege-trace] t137a__01 t=33311 (34,16) map=1 stage=1 hp=100%
[siege-trace] t137a__00 t=33311 (23,10) map=6 stage=3 hp=97%
[siege-trace] t137a__03 t=33311 (28,10) map=1 stage=0 hp=0%
[siege-trace] t137a__05 t=33312 (26,10) map=1 stage=4 hp=39%
[bots] CRYPT bossSeen=1652 bossKills=80 curse=0 slam=0
[bots] SIEGE reg=103 breach=1822 crown=270
[bots] SUMMARY welcomed=12/12 moved=12/12 minDeltas=12000 kills=284 pots=31 swings=39 deaths=186 shops=1 anvilTries=0 levelDrops=22 regear=0 maxLevel=14 pkts=3685998 bytes=87893756 gates b/g/p/a/r=0/0/0/0/0 mGold=0 mPelts=0 bless=0 mend=0 noSee=0 hurt=0 choir c6=0 c7=0 c8=0
[bots] t137a__00    kit=1 lvl=13 hp=181/262 party=0 deaths=12 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=104 bossKills=10 curse=0 slam=0 lastDeath=(24,10) killerByLvl=L12:2 L13:4 L14:4 L15:2
[bots] t137a__01    kit=1 lvl=14 hp=84/268 party=0 deaths=6 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=86 bossKills=8 curse=0 slam=0 lastDeath=(27,10) killerByLvl=L14:4 L15:2
[bots] t137a__02    kit=1 lvl=13 hp=143/262 party=0 deaths=22 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=159 bossKills=10 curse=0 slam=0 lastDeath=(26,10) killerByLvl=L5:2 L13:6 L14:10 L2:2 L15:2
[bots] t137a__03    kit=1 lvl=13 hp=192/262 party=0 deaths=18 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=176 bossKills=4 curse=0 slam=0 lastDeath=(28,10) killerByLvl=L10:2 L3:2 L13:2 L11:2 L14:6 L2:2 L15:2
[bots] t137a__04    kit=1 lvl=14 hp=61/268 party=0 deaths=8 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=120 bossKills=14 curse=0 slam=0 lastDeath=(23,10) killerByLvl=L13:2 L5:2 L14:2 L15:2
[bots] t137a__05    kit=1 lvl=12 hp=0/256 party=0 deaths=28 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=225 bossKills=4 curse=0 slam=0 lastDeath=(28,10) killerByLvl=L12:2 L13:6 L5:2 L14:12 L15:6
[bots] t137a__06    kit=1 lvl=12 hp=56/256 party=0 deaths=26 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=198 bossKills=8 curse=0 slam=0 lastDeath=(28,10) killerByLvl=L5:2 L13:2 L14:16 L2:4 L15:2
[bots] t137a__07    kit=1 lvl=13 hp=157/262 party=0 deaths=16 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=121 bossKills=6 curse=0 slam=0 lastDeath=(25,10) killerByLvl=L13:4 L5:2 L14:4 L2:2 L15:4
[bots] t137a__08    kit=1 lvl=13 hp=161/262 party=0 deaths=16 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=121 bossKills=2 curse=0 slam=0 lastDeath=(26,10) killerByLvl=L10:2 L13:4 L5:2 L14:6 L15:2
[bots] t137a__09    kit=1 lvl=14 hp=130/268 party=0 deaths=10 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=103 bossKills=4 curse=0 slam=0 lastDeath=(28,10) killerByLvl=L13:2 L2:2 L14:4 L5:2
[bots] t137a__10    kit=1 lvl=13 hp=262/262 party=0 deaths=16 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=152 bossKills=4 curse=0 slam=0 lastDeath=(26,10) killerByLvl=L12:4 L13:2 L14:8 L15:2
[bots] t137a__11    kit=1 lvl=14 hp=268/268 party=0 deaths=8 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=87 bossKills=6 curse=0 slam=0 lastDeath=(28,10) killerByLvl=L14:2 L13:6
[bots] OK
