[siege-trace] t137a__04 t=34221 (22,9) map=1 stage=0 hp=100%
[siege-trace] t137a__09 t=34492 (26,10) map=6 stage=4 hp=2%
[siege-trace] t137a__00 t=34492 (24,14) map=1 stage=0 hp=100%
[siege-trace] t137a__10 t=34493 (26,10) map=6 stage=4 hp=38%
[siege-trace] t137a__06 t=34494 (23,10) map=1 stage=3 hp=76%
[siege-trace] t137a__01 t=34494 (32,16) map=1 stage=0 hp=100%
[siege-trace] t137a__03 t=34494 (24,10) map=1 stage=3 hp=73%
[siege-trace] t137a__11 t=34495 (26,10) map=1 stage=4 hp=76%
[siege-trace] t137a__07 t=34497 (26,10) map=6 stage=4 hp=10%
[siege-trace] t137a__08 t=34497 (23,11) map=6 stage=3 hp=100%
[siege-trace] t137a__05 t=34498 (27,10) map=1 stage=5 hp=23%
[siege-trace] t137a__02 t=34498 (34,16) map=1 stage=1 hp=100%
[siege-trace] t137a__04 t=34498 (28,10) map=6 stage=5 hp=58%
[siege-trace] t137a__00 t=34522 (23,10) map=6 stage=3 hp=77%
[siege-trace] t137a__09 t=34522 (26,10) map=6 stage=4 hp=15%
[siege-trace] t137a__10 t=34523 (23,10) map=1 stage=3 hp=61%
[siege-trace] t137a__06 t=34524 (26,10) map=1 stage=4 hp=13%
[siege-trace] t137a__03 t=34524 (26,10) map=1 stage=4 hp=16%
[siege-trace] t137a__01 t=34525 (23,10) map=6 stage=3 hp=60%
[siege-trace] t137a__11 t=34526 (28,10) map=1 stage=5 hp=11%
[siege-trace] t137a__07 t=34527 (24,10) map=1 stage=3 hp=60%
[siege-trace] t137a__08 t=34527 (26,10) map=6 stage=4 hp=73%
[siege-trace] t137a__02 t=34528 (24,10) map=1 stage=3 hp=33%
[siege-trace] t137a__05 t=34528 (26,14) map=1 stage=0 hp=100%
[siege-trace] t137a__04 t=34528 (28,10) map=6 stage=5 hp=45%
[siege-trace] t137a__00 t=34552 (26,10) map=6 stage=4 hp=60%
[siege-trace] t137a__09 t=34552 (26,10) map=1 stage=4 hp=25%
[siege-trace] t137a__06 t=34554 (26,10) map=6 stage=4 hp=17%
[siege-trace] t137a__10 t=34554 (20,17) map=6 stage=1 hp=100%
[siege-trace] t137a__01 t=34555 (23,10) map=1 stage=3 hp=100%
[siege-trace] t137a__11 t=34556 (23,10) map=6 stage=3 hp=85%
[siege-trace] t137a__03 t=34557 (21,27) map=6 stage=2 hp=100%
[siege-trace] t137a__07 t=34557 (26,10) map=1 stage=4 hp=5%
[siege-trace] t137a__08 t=34558 (28,10) map=6 stage=5 hp=29%
[siege-trace] t137a__02 t=34558 (26,10) map=1 stage=4 hp=2%
[siege-trace] t137a__05 t=34558 (23,10) map=1 stage=3 hp=81%
[siege-trace] t137a__04 t=34558 (28,10) map=6 stage=5 hp=48%
[siege-trace] t137a__00 t=34582 (22,11) map=6 stage=5 hp=54%
[siege-trace] t137a__09 t=34582 (23,10) map=1 stage=3 hp=71%
[siege-trace] t137a__06 t=34584 (23,10) map=1 stage=3 hp=66%
[siege-trace] t137a__01 t=34585 (25,10) map=1 stage=4 hp=20%
[siege-trace] t137a__11 t=34586 (26,10) map=6 stage=4 hp=18%
[siege-trace] t137a__03 t=34587 (23,10) map=6 stage=3 hp=80%
[siege-trace] t137a__07 t=34587 (27,10) map=1 stage=5 hp=9%
[siege-trace] t137a__08 t=34588 (23,10) map=1 stage=3 hp=39%
[siege-trace] t137a__10 t=34588 (20,22) map=6 stage=1 hp=100%
[siege-trace] t137a__02 t=34588 (23,10) map=6 stage=3 hp=67%
[siege-trace] t137a__05 t=34588 (26,10) map=1 stage=4 hp=24%
[siege-trace] t137a__04 t=34588 (28,10) map=6 stage=5 hp=27%
[siege-trace] t137a__00 t=34612 (27,10) map=6 stage=5 hp=39%
[siege-trace] t137a__09 t=34613 (26,10) map=1 stage=0 hp=0%
[siege-trace] t137a__06 t=34614 (14,4) map=1 stage=2 hp=98%
[siege-trace] t137a__01 t=34615 (26,10) map=6 stage=4 hp=34%
[siege-trace] t137a__11 t=34616 (23,10) map=6 stage=3 hp=87%
[siege-trace] t137a__03 t=34617 (26,10) map=6 stage=4 hp=34%
[siege-trace] t137a__07 t=34617 (23,10) map=6 stage=3 hp=83%
[siege-trace] t137a__08 t=34618 (27,10) map=1 stage=4 hp=21%
[siege-trace] t137a__10 t=34618 (26,10) map=6 stage=4 hp=46%
[siege-trace] t137a__02 t=34618 (27,10) map=6 stage=4 hp=51%
[siege-trace] t137a__05 t=34618 (28,10) map=1 stage=5 hp=19%
[siege-trace] t137a__04 t=34618 (23,10) map=1 stage=3 hp=88%
[siege-trace] t137a__00 t=34642 (25,10) map=6 stage=5 hp=27%
[siege-trace] t137a__09 t=34644 (26,10) map=1 stage=4 hp=20%
[siege-trace] t137a__01 t=34645 (25,10) map=1 stage=4 hp=87%
[siege-trace] t137a__06 t=34645 (26,10) map=1 stage=4 hp=55%
[siege-trace] t137a__03 t=34647 (24,18) map=6 stage=5 hp=8%
[siege-trace] t137a__07 t=34647 (24,10) map=1 stage=3 hp=73%
[siege-trace] t137a__10 t=34648 (28,10) map=6 stage=5 hp=29%
[siege-trace] t137a__08 t=34648 (26,10) map=1 stage=4 hp=86%
[siege-trace] t137a__02 t=34648 (26,10) map=1 stage=4 hp=81%
[siege-trace] t137a__05 t=34648 (28,10) map=1 stage=5 hp=4%
[siege-trace] t137a__04 t=34648 (26,10) map=1 stage=4 hp=31%
[siege-trace] t137a__11 t=34648 (21,14) map=1 stage=1 hp=100%
[siege-trace] t137a__00 t=34672 (23,10) map=1 stage=3 hp=83%
[siege-trace] t137a__09 t=34674 (26,14) map=1 stage=0 hp=97%
[siege-trace] t137a__01 t=34675 (28,10) map=1 stage=5 hp=29%
[siege-trace] t137a__06 t=34675 (40,13) map=1 stage=5 hp=16%
[siege-trace] t137a__03 t=34677 (12,15) map=6 stage=5 hp=1%
[siege-trace] t137a__07 t=34677 (26,10) map=1 stage=4 hp=6%
[siege-trace] t137a__10 t=34678 (28,10) map=6 stage=5 hp=25%
[siege-trace] t137a__08 t=34678 (28,10) map=1 stage=5 hp=43%
[siege-trace] t137a__02 t=34678 (23,10) map=6 stage=3 hp=100%
[siege-trace] t137a__04 t=34678 (28,10) map=1 stage=5 hp=25%
[siege-trace] t137a__05 t=34679 (25,20) map=6 stage=3 hp=100%
[siege-trace] t137a__11 t=34679 (30,14) map=1 stage=0 hp=100%
[siege-trace] t137a__00 t=34702 (27,10) map=1 stage=4 hp=73%
[siege-trace] t137a__09 t=34704 (23,11) map=6 stage=3 hp=73%
[siege-trace] t137a__01 t=34705 (23,10) map=6 stage=3 hp=27%
[siege-trace] t137a__06 t=34705 (23,10) map=1 stage=3 hp=61%
[siege-trace] t137a__03 t=34707 (22,11) map=1 stage=3 hp=61%
[siege-trace] t137a__07 t=34707 (22,10) map=6 stage=3 hp=65%
[siege-trace] t137a__10 t=34708 (28,10) map=6 stage=5 hp=31%
[siege-trace] t137a__08 t=34708 (23,11) map=1 stage=3 hp=86%
[siege-trace] t137a__02 t=34708 (26,10) map=6 stage=4 hp=74%
[siege-trace] t137a__11 t=34709 (23,10) map=6 stage=3 hp=0%
[siege-trace] t137a__05 t=34709 (26,10) map=6 stage=4 hp=51%
[siege-trace] t137a__04 t=34709 (17,15) map=6 stage=3 hp=100%
[siege-trace] t137a__00 t=34732 (40,13) map=1 stage=5 hp=8%
[siege-trace] t137a__09 t=34734 (26,10) map=6 stage=4 hp=51%
[siege-trace] t137a__06 t=34735 (26,10) map=1 stage=0 hp=0%
[siege-trace] t137a__01 t=34735 (32,11) map=1 stage=3 hp=100%
[siege-trace] t137a__03 t=34737 (26,10) map=1 stage=4 hp=54%
[siege-trace] t137a__07 t=34737 (23,10) map=1 stage=3 hp=78%
[siege-trace] t137a__08 t=34738 (21,14) map=1 stage=0 hp=100%
[siege-trace] t137a__02 t=34738 (28,10) map=6 stage=5 hp=30%
[siege-trace] t137a__10 t=34738 (28,10) map=6 stage=1 hp=0%
[siege-trace] t137a__11 t=34739 (25,10) map=1 stage=4 hp=3%
[siege-trace] t137a__05 t=34739 (23,10) map=1 stage=3 hp=89%
[siege-trace] t137a__04 t=34740 (26,10) map=6 stage=4 hp=77%
[siege-trace] t137a__00 t=34762 (23,10) map=6 stage=3 hp=89%
[siege-trace] t137a__09 t=34764 (25,10) map=6 stage=5 hp=6%
[siege-trace] t137a__06 t=34765 (23,10) map=6 stage=3 hp=59%
[siege-trace] t137a__01 t=34765 (26,10) map=1 stage=4 hp=25%
[siege-trace] t137a__07 t=34767 (26,10) map=1 stage=4 hp=51%
[siege-trace] t137a__03 t=34767 (14,31) map=1 stage=0 hp=0%
[siege-trace] t137a__08 t=34768 (26,10) map=6 stage=4 hp=51%
[siege-trace] t137a__02 t=34768 (28,10) map=6 stage=5 hp=32%
[siege-trace] t137a__10 t=34768 (23,10) map=1 stage=3 hp=67%
[siege-trace] t137a__11 t=34769 (26,10) map=6 stage=4 hp=12%
[siege-trace] t137a__05 t=34770 (26,10) map=1 stage=0 hp=0%
[siege-trace] t137a__04 t=34770 (28,10) map=6 stage=5 hp=48%
[siege-trace] t137a__00 t=34792 (26,10) map=6 stage=4 hp=82%
[siege-trace] t137a__09 t=34794 (24,10) map=1 stage=3 hp=50%
[siege-trace] t137a__01 t=34795 (23,10) map=6 stage=3 hp=75%
[siege-trace] t137a__06 t=34795 (23,10) map=1 stage=3 hp=74%
[siege-trace] t137a__07 t=34797 (28,10) map=1 stage=5 hp=39%
[siege-trace] t137a__03 t=34797 (24,10) map=6 stage=3 hp=91%
[siege-trace] t137a__02 t=34798 (28,10) map=6 stage=5 hp=4%
[siege-trace] t137a__10 t=34798 (26,10) map=1 stage=4 hp=38%
[siege-trace] t137a__08 t=34799 (34,16) map=1 stage=1 hp=100%
[siege-trace] t137a__11 t=34799 (25,10) map=1 stage=4 hp=57%
[siege-trace] t137a__05 t=34800 (26,10) map=6 stage=4 hp=39%
[siege-trace] t137a__04 t=34800 (28,10) map=6 stage=5 hp=1%
[bots] CRYPT bossSeen=1580 bossKills=94 curse=0 slam=0
[bots] SIEGE reg=116 breach=2112 crown=137
[bots] SUMMARY welcomed=12/12 moved=12/12 minDeltas=12000 kills=328 pots=51 swings=32 deaths=212 shops=3 anvilTries=0 levelDrops=25 regear=0 maxLevel=13 pkts=3312187 bytes=79057564 gates b/g/p/a/r=0/0/0/0/0 mGold=0 mPelts=0 bless=0 mend=0 noSee=0 hurt=0 choir c6=0 c7=0 c8=0
[bots] t137a__00    kit=1 lvl=13 hp=170/262 party=0 deaths=14 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=119 bossKills=12 curse=0 slam=0 lastDeath=(40,13) killerByLvl=L5:2 L3:4 L14:6 L15:2
[bots] t137a__01    kit=1 lvl=13 hp=0/262 party=0 deaths=18 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=95 bossKills=10 curse=0 slam=0 lastDeath=(26,10) killerByLvl=L12:2 L13:8 L14:6 L15:2
[bots] t137a__02    kit=1 lvl=13 hp=22/262 party=0 deaths=12 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=108 bossKills=6 curse=0 slam=0 lastDeath=(26,10) killerByLvl=L13:4 L14:6 L15:2
[bots] t137a__03    kit=1 lvl=13 hp=235/262 party=0 deaths=12 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=116 bossKills=4 curse=0 slam=0 lastDeath=(14,31) killerByLvl=L3:4 L5:4 L14:2 L15:2
[bots] t137a__04    kit=1 lvl=13 hp=227/262 party=0 deaths=14 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=145 bossKills=8 curse=0 slam=0 lastDeath=(28,10) killerByLvl=L13:4 L5:2 L14:6 L15:2
[bots] t137a__05    kit=1 lvl=13 hp=248/262 party=0 deaths=20 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=125 bossKills=8 curse=0 slam=0 lastDeath=(26,10) killerByLvl=L13:8 L5:2 L14:8 L15:2
[bots] t137a__06    kit=1 lvl=13 hp=262/262 party=0 deaths=22 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=141 bossKills=8 curse=0 slam=0 lastDeath=(27,10) killerByLvl=L13:8 L5:2 L14:4 L3:6 L15:2
[bots] t137a__07    kit=1 lvl=13 hp=89/262 party=0 deaths=18 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=118 bossKills=14 curse=0 slam=0 lastDeath=(25,10) killerByLvl=L13:8 L14:6 L15:4
[bots] t137a__08    kit=1 lvl=13 hp=213/262 party=0 deaths=18 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=106 bossKills=8 curse=0 slam=0 lastDeath=(28,10) killerByLvl=L13:4 L14:12 L15:2
[bots] t137a__09    kit=1 lvl=12 hp=30/256 party=0 deaths=26 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=217 bossKills=6 curse=0 slam=0 lastDeath=(25,10) killerByLvl=L13:2 L1:2 L14:16 L2:2 L15:4
[bots] t137a__10    kit=1 lvl=13 hp=5/262 party=0 deaths=16 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=126 bossKills=4 curse=0 slam=0 lastDeath=(28,10) killerByLvl=L13:2 L2:2 L14:10 L5:2
[bots] t137a__11    kit=1 lvl=13 hp=72/262 party=0 deaths=22 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=164 bossKills=6 curse=0 slam=0 lastDeath=(26,10) killerByLvl=L5:2 L13:4 L14:16
[bots] OK
