[siege-trace] t137a__04 t=44156 (22,9) map=1 stage=0 hp=100%
[siege-trace] t137a__07 t=44285 (28,10) map=6 stage=5 hp=64%
[siege-trace] t137a__04 t=44307 (24,18) map=6 stage=5 hp=83%
[siege-trace] t137a__00 t=44307 (25,18) map=6 stage=5 hp=86%
[siege-trace] t137a__09 t=44307 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44307 (25,18) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44307 (26,18) map=6 stage=5 hp=91%
[siege-trace] t137a__10 t=44307 (25,18) map=6 stage=5 hp=74%
[siege-trace] t137a__01 t=44307 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=44308 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44309 (28,10) map=1 stage=5 hp=67%
[siege-trace] t137a__02 t=44309 (60,14) map=1 stage=5 hp=44%
[siege-trace] t137a__11 t=44311 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=44315 (28,10) map=6 stage=5 hp=70%
[siege-trace] t137a__04 t=44337 (19,18) map=6 stage=5 hp=88%
[siege-trace] t137a__00 t=44337 (19,18) map=6 stage=5 hp=85%
[siege-trace] t137a__09 t=44337 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44337 (19,18) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44337 (18,18) map=6 stage=5 hp=93%
[siege-trace] t137a__10 t=44337 (19,18) map=6 stage=5 hp=79%
[siege-trace] t137a__01 t=44337 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=44338 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44339 (28,10) map=1 stage=5 hp=63%
[siege-trace] t137a__02 t=44339 (23,10) map=6 stage=3 hp=98%
[siege-trace] t137a__11 t=44341 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=44345 (28,10) map=6 stage=5 hp=75%
[siege-trace] t137a__04 t=44367 (17,14) map=6 stage=5 hp=94%
[siege-trace] t137a__00 t=44367 (17,14) map=6 stage=5 hp=90%
[siege-trace] t137a__09 t=44367 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44367 (17,14) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44367 (18,14) map=6 stage=5 hp=87%
[siege-trace] t137a__10 t=44367 (17,14) map=6 stage=5 hp=85%
[siege-trace] t137a__01 t=44367 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=44368 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44369 (28,10) map=1 stage=5 hp=61%
[siege-trace] t137a__02 t=44369 (26,10) map=6 stage=4 hp=100%
[siege-trace] t137a__11 t=44371 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=44375 (28,10) map=6 stage=5 hp=81%
[siege-trace] t137a__04 t=44397 (25,18) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=44397 (25,18) map=6 stage=5 hp=95%
[siege-trace] t137a__09 t=44397 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44397 (25,18) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44397 (25,18) map=6 stage=5 hp=93%
[siege-trace] t137a__10 t=44397 (25,18) map=6 stage=5 hp=79%
[siege-trace] t137a__01 t=44397 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=44398 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44399 (28,10) map=1 stage=5 hp=61%
[siege-trace] t137a__02 t=44399 (26,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=44401 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=44405 (28,10) map=6 stage=5 hp=86%
[siege-trace] t137a__04 t=44427 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=44427 (18,17) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=44427 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44427 (18,17) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44427 (18,17) map=6 stage=5 hp=98%
[siege-trace] t137a__10 t=44427 (18,17) map=6 stage=5 hp=68%
[siege-trace] t137a__01 t=44427 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=44428 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44429 (28,10) map=1 stage=5 hp=58%
[siege-trace] t137a__02 t=44429 (18,17) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=44431 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=44435 (28,10) map=6 stage=5 hp=92%
[siege-trace] t137a__09 t=44457 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=44457 (23,20) map=6 stage=5 hp=95%
[siege-trace] t137a__04 t=44457 (23,20) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44457 (23,20) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44457 (23,20) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=44457 (23,20) map=6 stage=5 hp=68%
[siege-trace] t137a__01 t=44457 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=44458 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44459 (28,10) map=1 stage=5 hp=58%
[siege-trace] t137a__02 t=44459 (23,20) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=44461 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=44465 (28,10) map=6 stage=5 hp=97%
[siege-trace] t137a__09 t=44487 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=44487 (13,19) map=6 stage=5 hp=86%
[siege-trace] t137a__04 t=44487 (13,19) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44487 (13,19) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44487 (13,19) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=44487 (13,19) map=6 stage=5 hp=70%
[siege-trace] t137a__01 t=44487 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=44488 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44489 (28,10) map=1 stage=5 hp=63%
[siege-trace] t137a__02 t=44489 (13,19) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=44491 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=44495 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=44517 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=44517 (16,17) map=6 stage=5 hp=74%
[siege-trace] t137a__04 t=44517 (16,17) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44517 (16,17) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44517 (16,17) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=44517 (16,17) map=6 stage=5 hp=76%
[siege-trace] t137a__01 t=44517 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=44518 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44519 (28,10) map=1 stage=5 hp=66%
[siege-trace] t137a__02 t=44519 (16,17) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=44521 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=44525 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=44547 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=44547 (12,18) map=6 stage=5 hp=79%
[siege-trace] t137a__04 t=44547 (12,18) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44547 (12,18) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44547 (12,18) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=44547 (12,18) map=6 stage=5 hp=75%
[siege-trace] t137a__01 t=44547 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=44548 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44549 (28,10) map=1 stage=5 hp=65%
[siege-trace] t137a__02 t=44549 (12,18) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=44551 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=44555 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=44577 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=44577 (27,11) map=6 stage=5 hp=85%
[siege-trace] t137a__04 t=44577 (27,11) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44577 (27,11) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44577 (27,11) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=44577 (27,11) map=6 stage=5 hp=79%
[siege-trace] t137a__01 t=44577 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=44578 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44579 (28,10) map=1 stage=5 hp=69%
[siege-trace] t137a__02 t=44579 (27,11) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=44581 (28,10) map=6 stage=5 hp=91%
[siege-trace] t137a__07 t=44585 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=44607 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=44607 (13,11) map=6 stage=5 hp=85%
[siege-trace] t137a__04 t=44607 (13,11) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44607 (13,11) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44607 (13,11) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=44607 (13,11) map=6 stage=5 hp=85%
[siege-trace] t137a__01 t=44607 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=44608 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44609 (28,10) map=1 stage=5 hp=72%
[siege-trace] t137a__02 t=44610 (20,13) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=44611 (28,10) map=6 stage=5 hp=95%
[siege-trace] t137a__07 t=44615 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=44637 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=44637 (21,16) map=6 stage=5 hp=82%
[siege-trace] t137a__04 t=44637 (21,16) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44637 (21,16) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44637 (21,16) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=44637 (21,16) map=6 stage=5 hp=90%
[siege-trace] t137a__01 t=44637 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=44638 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44639 (28,10) map=1 stage=5 hp=69%
[siege-trace] t137a__02 t=44640 (21,16) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=44641 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=44645 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=44667 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=44667 (24,17) map=6 stage=5 hp=87%
[siege-trace] t137a__04 t=44667 (24,17) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44667 (24,17) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44667 (24,17) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=44667 (24,17) map=6 stage=5 hp=84%
[siege-trace] t137a__01 t=44667 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=44668 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44669 (28,10) map=1 stage=5 hp=69%
[siege-trace] t137a__02 t=44670 (20,17) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=44671 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=44675 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=44697 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=44697 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=44698 (20,16) map=6 stage=5 hp=73%
[siege-trace] t137a__04 t=44698 (20,16) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44698 (20,16) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44698 (20,16) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=44698 (20,16) map=6 stage=5 hp=89%
[siege-trace] t137a__03 t=44698 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44699 (28,10) map=1 stage=5 hp=65%
[siege-trace] t137a__02 t=44700 (16,16) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=44701 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=44705 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=44727 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=44727 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=44728 (18,18) map=6 stage=5 hp=77%
[siege-trace] t137a__04 t=44728 (18,18) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44728 (18,18) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44728 (18,18) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=44728 (18,18) map=6 stage=5 hp=84%
[siege-trace] t137a__03 t=44728 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44729 (28,10) map=1 stage=5 hp=67%
[siege-trace] t137a__02 t=44730 (18,18) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=44731 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=44735 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=44757 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=44757 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=44758 (14,14) map=6 stage=5 hp=82%
[siege-trace] t137a__04 t=44758 (14,14) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44758 (14,14) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44758 (14,14) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=44758 (14,14) map=6 stage=5 hp=82%
[siege-trace] t137a__03 t=44758 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44759 (28,10) map=1 stage=5 hp=70%
[siege-trace] t137a__02 t=44760 (21,19) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=44761 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=44765 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=44787 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=44787 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=44788 (18,16) map=6 stage=5 hp=72%
[siege-trace] t137a__04 t=44788 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44788 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44788 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=44788 (18,16) map=6 stage=5 hp=85%
[siege-trace] t137a__03 t=44788 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44789 (28,10) map=1 stage=5 hp=70%
[siege-trace] t137a__02 t=44790 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=44791 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=44795 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=44817 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=44817 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=44818 (12,16) map=6 stage=5 hp=75%
[siege-trace] t137a__04 t=44818 (12,16) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44818 (12,16) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44818 (12,16) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=44818 (12,16) map=6 stage=5 hp=91%
[siege-trace] t137a__03 t=44818 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44819 (28,10) map=1 stage=5 hp=66%
[siege-trace] t137a__02 t=44820 (12,16) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=44821 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=44825 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=44847 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=44847 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=44848 (25,20) map=6 stage=5 hp=75%
[siege-trace] t137a__04 t=44848 (25,20) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44848 (25,20) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44848 (25,20) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=44848 (25,20) map=6 stage=5 hp=90%
[siege-trace] t137a__03 t=44848 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44849 (28,10) map=1 stage=5 hp=69%
[siege-trace] t137a__02 t=44850 (25,20) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=44851 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=44855 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=44877 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=44877 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=44878 (23,18) map=6 stage=5 hp=70%
[siege-trace] t137a__04 t=44878 (23,18) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=44878 (23,18) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=44878 (23,18) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=44878 (23,18) map=6 stage=5 hp=95%
[siege-trace] t137a__03 t=44878 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=44879 (28,10) map=1 stage=5 hp=69%
[siege-trace] t137a__02 t=44880 (23,18) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=44881 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=44885 (28,10) map=6 stage=5 hp=100%
[bots] CRYPT bossSeen=180 bossKills=0 curse=0 slam=0
[bots] SIEGE reg=13 breach=390 crown=659
[bots] SUMMARY welcomed=12/12 moved=12/12 minDeltas=15000 kills=199 pots=6 swings=17 deaths=8 shops=0 anvilTries=0 levelDrops=4 regear=0 maxLevel=15 pkts=2970539 bytes=71214504 gates b/g/p/a/r=0/0/0/0/0 mGold=0 mPelts=0 bless=0 mend=0 noSee=0 hurt=0 choir c6=0 c7=0 c8=0
[bots] t137a__00    kit=1 lvl=15 hp=185/274 party=4 deaths=0 rxR=762 rxM=2959 lastPid=1 casts c6=0 c7=0 c8=0 bossSeen=23 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__01    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=748 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=9 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__02    kit=1 lvl=14 hp=268/268 party=4 deaths=2 rxR=757 rxM=2949 lastPid=1 casts c6=0 c7=0 c8=0 bossSeen=27 bossKills=0 curse=0 slam=0 lastDeath=(60,14) killerByLvl=L3:2
[bots] t137a__03    kit=1 lvl=14 hp=268/268 party=4 deaths=2 rxR=751 rxM=2876 lastPid=1 casts c6=0 c7=0 c8=0 bossSeen=10 bossKills=0 curse=0 slam=0 lastDeath=(26,17) killerByLvl=L2:2
[bots] t137a__04    kit=1 lvl=14 hp=268/268 party=4 deaths=2 rxR=754 rxM=2890 lastPid=1 casts c6=0 c7=0 c8=0 bossSeen=24 bossKills=0 curse=0 slam=0 lastDeath=(22,9) killerByLvl=L2:2
[bots] t137a__05    kit=1 lvl=14 hp=182/268 party=4 deaths=2 rxR=762 rxM=2975 lastPid=3 casts c6=0 c7=0 c8=0 bossSeen=10 bossKills=0 curse=0 slam=0 lastDeath=(22,12) killerByLvl=L2:2
[bots] t137a__06    kit=1 lvl=15 hp=274/274 party=4 deaths=0 rxR=751 rxM=2880 lastPid=3 casts c6=0 c7=0 c8=0 bossSeen=18 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__07    kit=1 lvl=15 hp=274/274 party=4 deaths=0 rxR=755 rxM=2965 lastPid=3 casts c6=0 c7=0 c8=0 bossSeen=8 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__08    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=748 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=12 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__09    kit=1 lvl=15 hp=274/274 party=4 deaths=0 rxR=754 rxM=2948 lastPid=3 casts c6=0 c7=0 c8=0 bossSeen=24 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__10    kit=1 lvl=15 hp=274/274 party=2 deaths=0 rxR=754 rxM=1493 lastPid=2 casts c6=0 c7=0 c8=0 bossSeen=7 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__11    kit=1 lvl=15 hp=274/274 party=2 deaths=0 rxR=751 rxM=1480 lastPid=2 casts c6=0 c7=0 c8=0 bossSeen=8 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] OK
