[siege-trace] t137a__04 t=38165 (22,9) map=1 stage=0 hp=100%
[siege-trace] t137a__06 t=38321 (16,16) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38346 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=38347 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38347 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=38348 (16,16) map=6 stage=5 hp=95%
[siege-trace] t137a__00 t=38348 (16,16) map=6 stage=5 hp=84%
[siege-trace] t137a__01 t=38348 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38348 (16,16) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38348 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38349 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=38349 (16,16) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38350 (16,16) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=38351 (16,16) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38376 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=38377 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38377 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=38378 (27,14) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=38378 (27,14) map=6 stage=5 hp=78%
[siege-trace] t137a__01 t=38378 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38378 (27,14) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38378 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38379 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=38379 (27,14) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38380 (27,14) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=38381 (23,14) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38406 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=38407 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38407 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=38408 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=38408 (20,16) map=6 stage=5 hp=74%
[siege-trace] t137a__02 t=38408 (20,16) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38408 (20,16) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38408 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38409 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=38409 (20,16) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38410 (20,16) map=6 stage=5 hp=95%
[siege-trace] t137a__06 t=38411 (20,16) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38436 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=38437 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38437 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=38438 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=38438 (21,17) map=6 stage=5 hp=75%
[siege-trace] t137a__02 t=38438 (21,17) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38438 (21,17) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38438 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38439 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=38439 (21,17) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38440 (21,17) map=6 stage=5 hp=89%
[siege-trace] t137a__06 t=38441 (21,17) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38466 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=38467 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38467 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=38468 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=38468 (17,17) map=6 stage=5 hp=81%
[siege-trace] t137a__02 t=38468 (17,17) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38468 (17,17) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38468 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38469 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=38469 (17,17) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38470 (17,17) map=6 stage=5 hp=87%
[siege-trace] t137a__06 t=38471 (20,17) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38496 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=38497 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38497 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=38498 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=38498 (15,16) map=6 stage=5 hp=86%
[siege-trace] t137a__02 t=38498 (15,16) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38498 (15,16) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38498 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38499 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=38499 (15,16) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38500 (15,16) map=6 stage=5 hp=80%
[siege-trace] t137a__06 t=38501 (15,16) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38526 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=38527 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38527 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=38528 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=38528 (21,18) map=6 stage=5 hp=83%
[siege-trace] t137a__02 t=38528 (21,18) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38528 (21,18) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38528 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38529 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=38529 (21,18) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38530 (21,18) map=6 stage=5 hp=85%
[siege-trace] t137a__06 t=38531 (21,18) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38556 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=38557 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38557 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=38558 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=38558 (21,18) map=6 stage=5 hp=77%
[siege-trace] t137a__02 t=38558 (21,18) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38558 (21,18) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38558 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38559 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=38559 (21,18) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38560 (21,18) map=6 stage=5 hp=90%
[siege-trace] t137a__06 t=38561 (21,18) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38586 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=38587 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38587 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=38588 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=38588 (21,17) map=6 stage=5 hp=82%
[siege-trace] t137a__02 t=38588 (21,17) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38588 (21,17) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38588 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38589 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=38589 (21,17) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38590 (21,17) map=6 stage=5 hp=84%
[siege-trace] t137a__06 t=38591 (21,17) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38616 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=38617 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38617 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=38618 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=38618 (22,18) map=6 stage=5 hp=84%
[siege-trace] t137a__02 t=38618 (22,18) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38618 (22,18) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38618 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38619 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=38619 (22,18) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38620 (22,18) map=6 stage=5 hp=74%
[siege-trace] t137a__06 t=38621 (22,18) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38646 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=38647 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38647 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=38648 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=38648 (18,14) map=6 stage=5 hp=79%
[siege-trace] t137a__02 t=38648 (18,14) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38648 (18,14) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38648 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38649 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=38649 (18,14) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38650 (18,14) map=6 stage=5 hp=76%
[siege-trace] t137a__06 t=38651 (18,14) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38676 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=38677 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38677 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=38678 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=38678 (18,17) map=6 stage=5 hp=78%
[siege-trace] t137a__02 t=38678 (18,17) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38678 (18,17) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38678 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38679 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=38679 (18,17) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38680 (18,17) map=6 stage=5 hp=70%
[siege-trace] t137a__06 t=38681 (18,17) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38706 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=38707 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38707 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=38708 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=38708 (14,17) map=6 stage=5 hp=67%
[siege-trace] t137a__02 t=38708 (14,17) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38708 (14,17) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38708 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38709 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=38709 (14,17) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38710 (14,17) map=6 stage=5 hp=75%
[siege-trace] t137a__06 t=38711 (14,17) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38736 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=38737 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38737 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=38738 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=38738 (23,20) map=6 stage=5 hp=72%
[siege-trace] t137a__02 t=38738 (23,20) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38738 (23,20) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38738 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38739 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=38739 (23,20) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38740 (23,20) map=6 stage=5 hp=81%
[siege-trace] t137a__06 t=38741 (23,20) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38766 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=38767 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38767 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=38768 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=38768 (22,20) map=6 stage=5 hp=69%
[siege-trace] t137a__02 t=38768 (22,20) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38768 (22,20) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38768 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38769 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=38769 (22,20) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38770 (22,20) map=6 stage=5 hp=86%
[siege-trace] t137a__06 t=38771 (22,20) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38796 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=38797 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38797 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=38798 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=38798 (18,16) map=6 stage=5 hp=67%
[siege-trace] t137a__02 t=38798 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38798 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38798 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38799 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=38799 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38800 (18,16) map=6 stage=5 hp=92%
[siege-trace] t137a__06 t=38801 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38826 (28,11) map=6 stage=5 hp=96%
[siege-trace] t137a__09 t=38827 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38827 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=38828 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38828 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38829 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=38829 (24,12) map=6 stage=5 hp=66%
[siege-trace] t137a__02 t=38829 (24,12) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38829 (24,12) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=38829 (24,12) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38830 (20,12) map=6 stage=5 hp=97%
[siege-trace] t137a__06 t=38831 (17,12) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38856 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=38857 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38857 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=38858 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38858 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38859 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=38859 (20,17) map=6 stage=5 hp=71%
[siege-trace] t137a__02 t=38859 (20,17) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38859 (20,17) map=6 stage=5 hp=94%
[siege-trace] t137a__08 t=38859 (20,17) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38860 (20,17) map=6 stage=5 hp=95%
[siege-trace] t137a__06 t=38861 (20,17) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=38886 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=38887 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=38887 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=38888 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=38888 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=38889 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=38889 (14,19) map=6 stage=5 hp=73%
[siege-trace] t137a__02 t=38889 (14,19) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=38889 (14,19) map=6 stage=5 hp=95%
[siege-trace] t137a__08 t=38889 (15,19) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=38890 (15,19) map=6 stage=5 hp=94%
[siege-trace] t137a__06 t=38891 (15,19) map=6 stage=5 hp=100%
[bots] CRYPT bossSeen=0 bossKills=0 curse=0 slam=0
[bots] SIEGE reg=12 breach=360 crown=659
[bots] SUMMARY welcomed=12/12 moved=12/12 minDeltas=15000 kills=106 pots=0 swings=14 deaths=0 shops=0 anvilTries=0 levelDrops=0 regear=0 maxLevel=15 pkts=2479855 bytes=59283564 gates b/g/p/a/r=0/0/0/0/0 mGold=0 mPelts=0 bless=0 mend=0 noSee=0 hurt=0 choir c6=0 c7=0 c8=0
[bots] t137a__00    kit=1 lvl=15 hp=206/274 party=0 deaths=0 rxR=748 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__01    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=748 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__02    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=748 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__03    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=748 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__04    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=748 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__05    kit=1 lvl=15 hp=274/274 party=1 deaths=0 rxR=753 rxM=752 lastPid=2 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__06    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=749 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__07    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=748 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__08    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=748 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__09    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=748 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__10    kit=1 lvl=15 hp=258/274 party=1 deaths=0 rxR=753 rxM=753 lastPid=1 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__11    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=749 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] OK
