[boot] zone 2 (assets/maps/fields_overflow.bhmap: 64x48) online
[boot] zone 3 (assets/maps/thornwall_crypt.bhmap: 48x36) online
[boot] zone 4 (assets/maps/bonehowl_mine.bhmap: 56x40) online
[boot] zone 5 (assets/maps/drowned_crypt.bhmap: 48x36) online
[boot] zone 6 (assets/maps/weeping_castle.bhmap: 40x30) online
[rehearsal] siege window OPEN unconditionally (drill posture)
[auth] registration OPEN (prototype posture; --no-register to gate); limiter: 60 logins + 30 new accounts per 60s per IP, 10 consecutive bad-password fails -> 60s lockout
[zone] t137a__05 -> map 6 at (20,27)
[zone] t137a__05 -> map 6 at (20,27)
[zone] t137a__02 -> map 1 at (34,16)
[zone] t137a__02 -> map 1 at (34,16)
[zone] t137a__03 -> map 6 at (20,27)
[zone] t137a__03 -> map 6 at (20,27)
[zone] t137a__07 -> map 6 at (20,27)
[zone] t137a__07 -> map 6 at (20,27)
[zone] t137a__00 -> map 1 at (34,16)
[zone] t137a__00 -> map 1 at (34,16)
[zone] t137d__05 -> map 1 at (34,16)
[zone] t137d__05 -> map 1 at (34,16)
[zone] t137a__05 -> map 1 at (34,16)
[zone] t137a__05 -> map 1 at (34,16)
[zone] t137d__03 -> map 1 at (32,16)
[zone] t137d__03 -> map 1 at (32,16)
[zone] t137a__03 -> map 1 at (32,16)
[zone] t137a__03 -> map 1 at (32,16)
[soak] tick=9600 online=18 entities=209 tickUs p50=1014 p99=1599 worldHash=09c44031b09c4b5e pkts=11077/4721936
[zone] t137d__00 -> map 1 at (34,16)
[zone] t137d__00 -> map 1 at (34,16)
[zone] t137d__05 -> map 6 at (20,27)
[zone] t137d__05 -> map 6 at (20,27)
[zone] t137d__04 -> map 6 at (20,27)
[zone] t137d__04 -> map 6 at (20,27)
[zone] t137a__04 -> map 1 at (34,16)
[zone] t137a__04 -> map 1 at (34,16)
[zone] t137a__08 -> map 6 at (20,27)
[zone] t137a__08 -> map 6 at (20,27)
[zone] t137a__10 -> map 1 at (34,16)
[zone] t137a__10 -> map 1 at (34,16)
[zone] t137a__07 -> map 1 at (34,16)
[zone] t137a__07 -> map 1 at (34,16)
[zone] t137a__11 -> map 1 at (34,16)
[zone] t137a__11 -> map 1 at (34,16)
[zone] t137d__02 -> map 6 at (20,27)
[zone] t137d__02 -> map 6 at (20,27)
[zone] t137d__01 -> map 6 at (20,27)
[zone] t137d__01 -> map 6 at (20,27)
[zone] t137a__03 -> map 6 at (20,27)
[zone] t137a__03 -> map 6 at (20,27)
[soak] tick=10200 online=18 entities=208 tickUs p50=1091 p99=1888 worldHash=41e610c05e9d5ec1 pkts=11857/5075957
[zone] t137a__05 -> map 6 at (20,27)
[zone] t137a__05 -> map 6 at (20,27)
[zone] t137d__03 -> map 6 at (20,27)
[zone] t137d__03 -> map 6 at (20,27)
[zone] t137d__01 -> map 1 at (34,16)
[zone] t137d__01 -> map 1 at (34,16)
[zone] t137a__11 -> map 6 at (20,27)
[zone] t137a__11 -> map 6 at (20,27)
[zone] t137a__09 -> map 6 at (20,27)
[zone] t137a__09 -> map 6 at (20,27)
[zone] t137d__03 -> map 1 at (32,16)
[zone] t137d__03 -> map 1 at (32,16)
[zone] t137a__00 -> map 6 at (20,27)
[zone] t137a__00 -> map 6 at (20,27)
[zone] t137a__02 -> map 6 at (20,27)
[zone] t137a__02 -> map 6 at (20,27)
[soak] tick=10800 online=18 entities=210 tickUs p50=949 p99=1555 worldHash=27e0586457f4b372 pkts=12568/5365079
[zone] t137d__00 -> map 6 at (20,27)
[zone] t137d__00 -> map 6 at (20,27)
[zone] t137a__07 -> map 6 at (20,27)
[zone] t137a__07 -> map 6 at (20,27)
[zone] t137d__02 -> map 1 at (34,16)
[zone] t137d__02 -> map 1 at (34,16)
[zone] t137a__08 -> map 1 at (34,16)
[zone] t137a__08 -> map 1 at (34,16)
[zone] t137d__05 -> map 1 at (34,16)
[zone] t137d__05 -> map 1 at (34,16)
[zone] t137a__06 -> map 6 at (20,27)
[zone] t137a__06 -> map 6 at (20,27)
[zone] t137a__11 -> map 1 at (34,16)
[zone] t137a__11 -> map 1 at (34,16)
[zone] t137d__00 -> map 1 at (34,16)
[zone] t137d__00 -> map 1 at (34,16)
[zone] t137a__11 -> map 6 at (20,27)
[zone] t137a__11 -> map 6 at (20,27)
[zone] t137a__11 -> map 1 at (21,14)
[zone] t137a__11 -> map 1 at (21,14)
[zone] t137a__11 -> map 6 at (20,27)
[zone] t137a__11 -> map 6 at (20,27)
[zone] t137a__07 -> map 1 at (34,16)
[zone] t137a__07 -> map 1 at (34,16)
[soak] tick=11400 online=18 entities=209 tickUs p50=919 p99=1506 worldHash=c2d4d263740c8395 pkts=13283/5637432
[zone] t137d__05 -> map 6 at (20,27)
[zone] t137d__05 -> map 6 at (20,27)
[zone] t137a__07 -> map 6 at (20,27)
[zone] t137a__07 -> map 6 at (20,27)
[zone] t137a__03 -> map 1 at (32,16)
[zone] t137a__03 -> map 1 at (32,16)
[zone] t137a__03 -> map 6 at (20,27)
[zone] t137a__03 -> map 6 at (20,27)
[zone] t137a__02 -> map 1 at (34,16)
[zone] t137a__02 -> map 1 at (34,16)
[zone] t137a__01 -> map 1 at (34,16)
[zone] t137a__01 -> map 1 at (34,16)
[zone] t137d__02 -> map 6 at (20,27)
[zone] t137d__02 -> map 6 at (20,27)
[zone] t137d__05 -> map 1 at (34,16)
[zone] t137d__05 -> map 1 at (34,16)
[zone] t137a__10 -> map 6 at (20,27)
[zone] t137a__10 -> map 6 at (20,27)
[zone] t137a__07 -> map 1 at (34,16)
[zone] t137a__07 -> map 1 at (34,16)
[zone] t137d__03 -> map 6 at (20,27)
[zone] t137d__03 -> map 6 at (20,27)
[zone] t137a__10 -> map 1 at (21,14)
[zone] t137a__10 -> map 1 at (21,14)
[soak] tick=12000 online=18 entities=210 tickUs p50=1019 p99=1709 worldHash=23fd00c378dab4d8 pkts=14037/5938823
[zone] t137a__00 -> map 1 at (34,16)
[zone] t137a__00 -> map 1 at (34,16)
[zone] t137d__01 -> map 6 at (20,27)
[zone] t137d__01 -> map 6 at (20,27)
[zone] t137d__03 -> map 1 at (32,16)
[zone] t137d__03 -> map 1 at (32,16)
[zone] t137d__05 -> map 6 at (20,27)
[zone] t137d__05 -> map 6 at (20,27)
[zone] t137a__06 -> map 1 at (34,16)
[zone] t137a__06 -> map 1 at (34,16)
[zone] t137a__07 -> map 6 at (20,27)
[zone] t137a__07 -> map 6 at (20,27)
[zone] t137a__06 -> map 6 at (20,27)
[zone] t137a__06 -> map 6 at (20,27)
[zone] t137d__05 -> map 1 at (34,16)
[zone] t137d__05 -> map 1 at (34,16)
[soak] tick=12600 online=18 entities=207 tickUs p50=972 p99=1649 worldHash=2fc726bb376d9d49 pkts=14758/6234444
[zone] t137d__04 -> map 1 at (34,16)
[zone] t137d__04 -> map 1 at (34,16)
[zone] t137d__01 -> map 1 at (34,16)
[zone] t137d__01 -> map 1 at (34,16)
[zone] t137a__00 -> map 6 at (20,27)
[zone] t137a__00 -> map 6 at (20,27)
[zone] t137a__11 -> map 1 at (34,16)
[zone] t137a__11 -> map 1 at (34,16)
[zone] t137a__00 -> map 1 at (21,14)
[zone] t137a__00 -> map 1 at (21,14)
[zone] t137a__00 -> map 6 at (20,27)
[zone] t137a__00 -> map 6 at (20,27)
[zone] t137a__11 -> map 6 at (20,27)
[zone] t137a__11 -> map 6 at (20,27)
[zone] t137d__02 -> map 1 at (34,16)
[zone] t137d__02 -> map 1 at (34,16)
[zone] t137d__04 -> map 6 at (20,27)
[zone] t137d__04 -> map 6 at (20,27)
[zone] t137a__10 -> map 6 at (20,27)
[zone] t137a__10 -> map 6 at (20,27)
