mobId,name,mobL,playerL,weapon,aura,armor,skill,build,vials,wins/reps,ttk_med_s,ttk_p90_s,endhp_med_frac
1005,Bonepicker Gnoll ,7,9,fists,0,0,0,str,0,0/9,12.1,13.1,0.00
1005,Bonepicker Gnoll ,7,9,2001,0,0,0,str,0,2/9,11.2,12.1,0.00
1005,Bonepicker Gnoll ,7,9,2002,0,0,0,str,0,7/9,8.1,10.1,0.28
1005,Bonepicker Gnoll ,7,9,2002,1,2101,0,str,0,9/9,6.5,9.7,0.44
1005,Bonepicker Gnoll ,7,9,2002,1,2101,1,str,4,9/9,3.2,6.5,0.66
1005,Bonepicker Gnoll ,7,9,2002,4,2102,1,str,6,9/9,4.8,6.0,0.68
1006,Charnel Widow    ,9,8,fists,0,0,0,str,0,0/9,6.3,8.2,0.00
1006,Charnel Widow    ,9,8,2001,0,0,0,str,0,0/9,6.3,8.2,0.00
1006,Charnel Widow    ,9,8,2002,0,0,0,str,0,0/9,6.3,8.2,0.00
1006,Charnel Widow    ,9,8,2002,1,2101,0,str,0,1/9,6.3,8.2,0.00
1006,Charnel Widow    ,9,8,2002,1,2101,1,str,4,9/9,4.8,8.8,0.56
1006,Charnel Widow    ,9,8,2002,4,2102,1,str,6,9/9,6.0,8.8,0.74
1006,Charnel Widow    ,9,9,fists,0,0,0,str,0,0/9,6.3,8.2,0.00
1006,Charnel Widow    ,9,9,2001,0,0,0,str,0,0/9,6.3,8.2,0.00
1006,Charnel Widow    ,9,9,2002,0,0,0,str,0,0/9,6.3,8.2,0.00
1006,Charnel Widow    ,9,9,2002,1,2101,0,str,0,1/9,7.2,9.1,0.00
1006,Charnel Widow    ,9,9,2002,1,2101,1,str,4,9/9,4.8,8.1,0.72
1006,Charnel Widow    ,9,9,2002,4,2102,1,str,6,9/9,6.0,8.8,0.75
1006,Charnel Widow    ,9,11,fists,0,0,0,str,0,0/9,7.2,8.2,0.00
1006,Charnel Widow    ,9,11,2001,0,0,0,str,0,0/9,7.2,8.2,0.00
1006,Charnel Widow    ,9,11,2002,0,0,0,str,0,1/9,6.5,8.2,0.00
1006,Charnel Widow    ,9,11,2002,1,2101,0,str,0,4/9,6.3,9.1,0.00
1006,Charnel Widow    ,9,11,2002,1,2101,1,str,4,9/9,4.0,8.1,0.61
1006,Charnel Widow    ,9,11,2002,4,2102,1,str,6,9/9,6.0,8.8,0.63
1007,Gravecaller      ,11,10,fists,0,0,0,str,0,0/9,5.5,7.8,0.00
1007,Gravecaller      ,11,10,2001,0,0,0,str,0,0/9,5.5,7.8,0.00
1007,Gravecaller      ,11,10,2002,0,0,0,str,0,0/9,5.5,7.8,0.00
1007,Gravecaller      ,11,10,2002,1,2101,0,str,0,2/9,7.8,8.8,0.00
1007,Gravecaller      ,11,10,2002,1,2101,1,str,4,9/9,6.5,9.7,0.57
1007,Gravecaller      ,11,10,2002,4,2102,1,str,6,9/9,8.1,9.7,0.63
1007,Gravecaller      ,11,11,fists,0,0,0,str,0,0/9,7.8,8.8,0.00
1007,Gravecaller      ,11,11,2001,0,0,0,str,0,0/9,7.8,8.8,0.00
1007,Gravecaller      ,11,11,2002,0,0,0,str,0,1/9,7.8,8.8,0.00
1007,Gravecaller      ,11,11,2002,1,2101,0,str,0,2/9,7.8,8.8,0.00
1007,Gravecaller      ,11,11,2002,1,2101,1,str,4,9/9,6.0,9.7,0.56
1007,Gravecaller      ,11,11,2002,4,2102,1,str,6,9/9,7.2,8.8,0.56
1008,Revenant Sexton  ,12,11,fists,0,0,0,str,0,0/9,5.0,6.0,0.00
1008,Revenant Sexton  ,12,11,2001,0,0,0,str,0,0/9,5.0,6.0,0.00
1008,Revenant Sexton  ,12,11,2002,0,0,0,str,0,0/9,5.0,6.0,0.00
1008,Revenant Sexton  ,12,11,2002,1,2101,0,str,0,0/9,5.0,6.0,0.00
1008,Revenant Sexton  ,12,11,2002,1,2101,1,str,4,3/9,11.1,11.1,0.00
1008,Revenant Sexton  ,12,11,2002,4,2102,1,str,6,7/9,13.1,14.1,0.61
1008,Revenant Sexton  ,12,12,fists,0,0,0,str,0,0/9,5.0,6.0,0.00
1008,Revenant Sexton  ,12,12,2001,0,0,0,str,0,0/9,5.0,6.0,0.00
1008,Revenant Sexton  ,12,12,2002,0,0,0,str,0,0/9,5.0,6.0,0.00
1008,Revenant Sexton  ,12,12,2002,1,2101,0,str,0,0/9,5.0,6.0,0.00
1008,Revenant Sexton  ,12,12,2002,1,2101,1,str,4,4/9,11.1,11.1,0.00
1008,Revenant Sexton  ,12,12,2002,4,2102,1,str,6,7/9,12.8,14.1,0.62
1010,Sepulcher Elite  ,12,11,fists,0,0,0,str,0,0/9,5.0,6.0,0.00
1010,Sepulcher Elite  ,12,11,2001,0,0,0,str,0,0/9,5.0,6.0,0.00
1010,Sepulcher Elite  ,12,11,2002,0,0,0,str,0,0/9,5.0,6.0,0.00
1010,Sepulcher Elite  ,12,11,2002,1,2101,0,str,0,0/9,5.0,6.0,0.00
1010,Sepulcher Elite  ,12,11,2002,1,2101,1,str,4,4/9,9.7,12.1,0.00
1010,Sepulcher Elite  ,12,11,2002,4,2102,1,str,6,7/9,12.1,12.8,0.48
1010,Sepulcher Elite  ,12,12,fists,0,0,0,str,0,0/9,5.0,6.0,0.00
1010,Sepulcher Elite  ,12,12,2001,0,0,0,str,0,0/9,5.0,6.0,0.00
1010,Sepulcher Elite  ,12,12,2002,0,0,0,str,0,0/9,5.0,6.0,0.00
1010,Sepulcher Elite  ,12,12,2002,1,2101,0,str,0,0/9,5.0,6.0,0.00
1010,Sepulcher Elite  ,12,12,2002,1,2101,1,str,4,5/9,9.7,12.1,0.14
1010,Sepulcher Elite  ,12,12,2002,4,2102,1,str,6,7/9,12.1,12.8,0.50
