[siege-trace] t137a__04 t=44986 (22,9) map=1 stage=0 hp=100%
[siege-trace] t137a__10 t=45438 (26,18) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=45439 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=45439 (28,10) map=1 stage=5 hp=98%
[siege-trace] t137a__02 t=45440 (26,18) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=45441 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=45445 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=45467 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=45467 (27,17) map=6 stage=5 hp=57%
[siege-trace] t137a__04 t=45467 (27,17) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=45467 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=45468 (27,17) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=45468 (27,17) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=45468 (27,17) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=45469 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=45469 (28,10) map=1 stage=5 hp=100%
[siege-trace] t137a__02 t=45470 (19,12) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=45471 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=45475 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=45497 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=45497 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=45498 (22,16) map=6 stage=5 hp=55%
[siege-trace] t137a__04 t=45498 (22,16) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=45498 (26,18) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=45498 (26,18) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=45498 (26,18) map=6 stage=5 hp=97%
[siege-trace] t137a__03 t=45499 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=45499 (28,10) map=1 stage=5 hp=98%
[siege-trace] t137a__02 t=45500 (26,18) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=45501 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=45505 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=45527 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=45527 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=45528 (20,15) map=6 stage=5 hp=42%
[siege-trace] t137a__04 t=45528 (20,15) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=45528 (20,15) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=45528 (20,15) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=45528 (20,15) map=6 stage=5 hp=99%
[siege-trace] t137a__03 t=45529 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=45529 (28,10) map=1 stage=5 hp=96%
[siege-trace] t137a__02 t=45530 (20,15) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=45531 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=45535 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=45557 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=45557 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=45558 (19,19) map=6 stage=5 hp=45%
[siege-trace] t137a__04 t=45558 (19,19) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=45558 (19,19) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=45558 (19,19) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=45558 (19,19) map=6 stage=5 hp=96%
[siege-trace] t137a__03 t=45559 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=45559 (28,10) map=1 stage=5 hp=98%
[siege-trace] t137a__02 t=45560 (19,19) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=45561 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=45565 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=45587 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=45587 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=45588 (17,18) map=6 stage=5 hp=45%
[siege-trace] t137a__04 t=45588 (17,18) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=45588 (17,18) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=45588 (17,18) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=45588 (17,18) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=45589 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=45589 (28,10) map=1 stage=5 hp=95%
[siege-trace] t137a__02 t=45590 (17,18) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=45591 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=45595 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=45617 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=45617 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=45618 (25,18) map=6 stage=5 hp=44%
[siege-trace] t137a__04 t=45618 (25,18) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=45619 (25,18) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=45619 (25,18) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=45619 (25,18) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=45619 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=45619 (28,10) map=1 stage=5 hp=98%
[siege-trace] t137a__02 t=45620 (25,18) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=45621 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=45625 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=45647 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=45647 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=45648 (25,14) map=6 stage=5 hp=47%
[siege-trace] t137a__04 t=45648 (25,14) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=45649 (25,14) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=45649 (25,14) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=45649 (25,14) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=45649 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=45649 (28,10) map=1 stage=5 hp=100%
[siege-trace] t137a__02 t=45650 (25,14) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=45651 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=45655 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=45677 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=45677 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=45678 (21,14) map=6 stage=5 hp=52%
[siege-trace] t137a__04 t=45678 (21,14) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=45679 (21,14) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=45679 (21,14) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=45679 (21,14) map=6 stage=5 hp=97%
[siege-trace] t137a__03 t=45679 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=45679 (28,10) map=1 stage=5 hp=98%
[siege-trace] t137a__02 t=45681 (15,14) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=45681 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=45685 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=45707 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=45707 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=45708 (19,17) map=6 stage=5 hp=50%
[siege-trace] t137a__04 t=45708 (19,17) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=45709 (19,17) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=45709 (19,17) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=45709 (19,17) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=45709 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=45709 (28,10) map=1 stage=5 hp=97%
[siege-trace] t137a__02 t=45711 (19,17) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=45711 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=45715 (28,10) map=6 stage=5 hp=100%
[bots] CRYPT bossSeen=163 bossKills=0 curse=0 slam=0
[bots] SIEGE reg=13 breach=390 crown=659
[bots] SUMMARY welcomed=12/12 moved=12/12 minDeltas=15000 kills=195 pots=6 swings=17 deaths=8 shops=0 anvilTries=0 levelDrops=4 regear=0 maxLevel=15 pkts=2989106 bytes=71663750 gates b/g/p/a/r=0/0/0/0/0 mGold=0 mPelts=0 bless=0 mend=0 noSee=0 hurt=0 choir c6=0 c7=0 c8=0
[bots] t137a__00    kit=1 lvl=15 hp=153/274 party=4 deaths=0 rxR=762 rxM=2959 lastPid=1 casts c6=0 c7=0 c8=0 bossSeen=22 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__01    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=748 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=8 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__02    kit=1 lvl=14 hp=268/268 party=4 deaths=2 rxR=757 rxM=2949 lastPid=1 casts c6=0 c7=0 c8=0 bossSeen=16 bossKills=0 curse=0 slam=0 lastDeath=(52,15) killerByLvl=L3:2
[bots] t137a__03    kit=1 lvl=14 hp=268/268 party=4 deaths=2 rxR=751 rxM=2876 lastPid=1 casts c6=0 c7=0 c8=0 bossSeen=9 bossKills=0 curse=0 slam=0 lastDeath=(26,17) killerByLvl=L2:2
[bots] t137a__04    kit=1 lvl=14 hp=268/268 party=4 deaths=2 rxR=754 rxM=2890 lastPid=1 casts c6=0 c7=0 c8=0 bossSeen=23 bossKills=0 curse=0 slam=0 lastDeath=(22,9) killerByLvl=L2:2
[bots] t137a__05    kit=1 lvl=14 hp=250/268 party=4 deaths=2 rxR=762 rxM=2975 lastPid=3 casts c6=0 c7=0 c8=0 bossSeen=8 bossKills=0 curse=0 slam=0 lastDeath=(22,12) killerByLvl=L2:2
[bots] t137a__06    kit=1 lvl=15 hp=274/274 party=4 deaths=0 rxR=751 rxM=2880 lastPid=3 casts c6=0 c7=0 c8=0 bossSeen=17 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__07    kit=1 lvl=15 hp=274/274 party=4 deaths=0 rxR=755 rxM=2965 lastPid=3 casts c6=0 c7=0 c8=0 bossSeen=7 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__08    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=748 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=17 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__09    kit=1 lvl=15 hp=274/274 party=4 deaths=0 rxR=754 rxM=2948 lastPid=3 casts c6=0 c7=0 c8=0 bossSeen=23 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__10    kit=1 lvl=15 hp=263/274 party=2 deaths=0 rxR=754 rxM=1493 lastPid=2 casts c6=0 c7=0 c8=0 bossSeen=6 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__11    kit=1 lvl=15 hp=274/274 party=2 deaths=0 rxR=751 rxM=1480 lastPid=2 casts c6=0 c7=0 c8=0 bossSeen=7 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] OK
