[siege-trace] t137a__04 t=33446 (22,9) map=1 stage=0 hp=100%
[siege-trace] t137a__04 t=33658 (23,10) map=6 stage=3 hp=46%
[siege-trace] t137a__06 t=33658 (26,10) map=1 stage=4 hp=61%
[siege-trace] t137a__08 t=33660 (28,10) map=1 stage=5 hp=29%
[siege-trace] t137a__10 t=33660 (23,10) map=1 stage=3 hp=96%
[siege-trace] t137a__02 t=33661 (27,10) map=1 stage=4 hp=2%
[siege-trace] t137a__11 t=33661 (25,10) map=6 stage=3 hp=92%
[siege-trace] t137a__03 t=33661 (24,18) map=6 stage=1 hp=100%
[siege-trace] t137a__09 t=33664 (28,10) map=6 stage=5 hp=17%
[siege-trace] t137a__05 t=33665 (21,28) map=6 stage=1 hp=100%
[siege-trace] t137a__07 t=33670 (14,19) map=1 stage=2 hp=100%
[siege-trace] t137a__01 t=33687 (28,10) map=1 stage=5 hp=77%
[siege-trace] t137a__00 t=33687 (27,10) map=1 stage=5 hp=27%
[siege-trace] t137a__04 t=33688 (23,10) map=1 stage=3 hp=80%
[siege-trace] t137a__06 t=33688 (23,10) map=1 stage=3 hp=50%
[siege-trace] t137a__08 t=33690 (23,10) map=1 stage=3 hp=63%
[siege-trace] t137a__02 t=33691 (26,10) map=6 stage=4 hp=20%
[siege-trace] t137a__11 t=33691 (26,10) map=6 stage=4 hp=39%
[siege-trace] t137a__03 t=33691 (26,10) map=6 stage=4 hp=79%
[siege-trace] t137a__10 t=33691 (24,10) map=1 stage=4 hp=81%
[siege-trace] t137a__09 t=33694 (28,10) map=6 stage=5 hp=23%
[siege-trace] t137a__05 t=33695 (24,10) map=6 stage=3 hp=10%
[siege-trace] t137a__07 t=33700 (26,10) map=1 stage=4 hp=45%
[siege-trace] t137a__01 t=33717 (27,10) map=1 stage=5 hp=54%
[siege-trace] t137a__00 t=33717 (23,10) map=6 stage=3 hp=62%
[siege-trace] t137a__04 t=33718 (23,10) map=1 stage=3 hp=94%
[siege-trace] t137a__06 t=33718 (22,16) map=6 stage=3 hp=100%
[siege-trace] t137a__08 t=33720 (26,10) map=1 stage=4 hp=6%
[siege-trace] t137a__02 t=33721 (24,10) map=1 stage=3 hp=44%
[siege-trace] t137a__03 t=33721 (28,10) map=6 stage=5 hp=61%
[siege-trace] t137a__10 t=33721 (28,10) map=1 stage=5 hp=41%
[siege-trace] t137a__11 t=33721 (26,23) map=6 stage=2 hp=97%
[siege-trace] t137a__09 t=33724 (24,10) map=1 stage=3 hp=56%
[siege-trace] t137a__05 t=33725 (24,10) map=1 stage=3 hp=76%
[siege-trace] t137a__07 t=33730 (26,10) map=1 stage=5 hp=0%
[siege-trace] t137a__01 t=33747 (28,10) map=1 stage=5 hp=1%
[siege-trace] t137a__00 t=33747 (26,10) map=1 stage=4 hp=93%
[siege-trace] t137a__04 t=33748 (26,10) map=1 stage=4 hp=30%
[siege-trace] t137a__06 t=33748 (26,10) map=6 stage=4 hp=1%
[siege-trace] t137a__08 t=33750 (23,10) map=6 stage=3 hp=76%
[siege-trace] t137a__03 t=33751 (28,10) map=6 stage=5 hp=66%
[siege-trace] t137a__02 t=33751 (26,14) map=1 stage=0 hp=97%
[siege-trace] t137a__11 t=33751 (23,10) map=6 stage=3 hp=26%
[siege-trace] t137a__10 t=33751 (22,14) map=1 stage=0 hp=100%
[siege-trace] t137a__09 t=33754 (23,10) map=6 stage=3 hp=19%
[siege-trace] t137a__05 t=33755 (25,10) map=1 stage=4 hp=0%
[siege-trace] t137a__07 t=33760 (24,10) map=6 stage=3 hp=41%
[siege-trace] t137a__00 t=33777 (28,10) map=1 stage=5 hp=88%
[siege-trace] t137a__04 t=33778 (26,10) map=6 stage=4 hp=81%
[siege-trace] t137a__06 t=33778 (24,10) map=1 stage=3 hp=70%
[siege-trace] t137a__01 t=33779 (21,14) map=1 stage=1 hp=100%
[siege-trace] t137a__08 t=33780 (26,10) map=6 stage=4 hp=56%
[siege-trace] t137a__03 t=33781 (28,10) map=6 stage=5 hp=50%
[siege-trace] t137a__02 t=33781 (26,10) map=6 stage=4 hp=54%
[siege-trace] t137a__11 t=33781 (23,10) map=1 stage=3 hp=56%
[siege-trace] t137a__10 t=33781 (23,10) map=1 stage=3 hp=50%
[siege-trace] t137a__09 t=33785 (21,12) map=6 stage=3 hp=100%
[siege-trace] t137a__05 t=33785 (26,10) map=6 stage=4 hp=71%
[siege-trace] t137a__07 t=33790 (23,10) map=1 stage=3 hp=49%
[siege-trace] t137a__00 t=33807 (28,10) map=1 stage=5 hp=89%
[siege-trace] t137a__04 t=33808 (23,10) map=1 stage=3 hp=55%
[siege-trace] t137a__06 t=33808 (26,10) map=1 stage=4 hp=39%
[siege-trace] t137a__01 t=33809 (26,10) map=1 stage=4 hp=45%
[siege-trace] t137a__08 t=33810 (29,10) map=1 stage=3 hp=100%
[siege-trace] t137a__03 t=33811 (28,10) map=6 stage=5 hp=47%
[siege-trace] t137a__10 t=33811 (26,10) map=1 stage=4 hp=32%
[siege-trace] t137a__02 t=33811 (26,14) map=1 stage=0 hp=100%
[siege-trace] t137a__11 t=33813 (11,12) map=6 stage=2 hp=100%
[siege-trace] t137a__09 t=33815 (27,10) map=6 stage=4 hp=6%
[siege-trace] t137a__05 t=33815 (28,10) map=6 stage=5 hp=17%
[siege-trace] t137a__07 t=33821 (21,14) map=1 stage=2 hp=100%
[siege-trace] t137a__00 t=33837 (28,10) map=1 stage=5 hp=66%
[siege-trace] t137a__04 t=33838 (23,10) map=6 stage=3 hp=90%
[siege-trace] t137a__06 t=33838 (23,10) map=6 stage=3 hp=78%
[siege-trace] t137a__01 t=33839 (27,10) map=1 stage=5 hp=27%
[siege-trace] t137a__08 t=33840 (23,10) map=1 stage=3 hp=45%
[siege-trace] t137a__03 t=33841 (28,10) map=6 stage=5 hp=6%
[siege-trace] t137a__02 t=33841 (23,10) map=6 stage=3 hp=43%
[siege-trace] t137a__10 t=33842 (13,25) map=6 stage=2 hp=100%
[siege-trace] t137a__11 t=33843 (26,10) map=6 stage=4 hp=73%
[siege-trace] t137a__09 t=33845 (23,10) map=6 stage=3 hp=100%
[siege-trace] t137a__05 t=33845 (22,11) map=6 stage=3 hp=39%
[siege-trace] t137a__07 t=33851 (26,10) map=1 stage=4 hp=35%
[siege-trace] t137a__00 t=33867 (27,10) map=1 stage=5 hp=50%
[siege-trace] t137a__04 t=33868 (26,10) map=6 stage=4 hp=19%
[siege-trace] t137a__06 t=33868 (26,10) map=6 stage=4 hp=6%
[siege-trace] t137a__01 t=33869 (23,10) map=6 stage=3 hp=67%
[siege-trace] t137a__03 t=33871 (33,15) map=1 stage=3 hp=100%
[siege-trace] t137a__02 t=33871 (24,10) map=1 stage=3 hp=97%
[siege-trace] t137a__10 t=33872 (23,10) map=6 stage=3 hp=46%
[siege-trace] t137a__11 t=33873 (28,10) map=6 stage=5 hp=59%
[siege-trace] t137a__08 t=33873 (36,21) map=6 stage=2 hp=100%
[siege-trace] t137a__09 t=33875 (26,10) map=6 stage=4 hp=38%
[siege-trace] t137a__05 t=33875 (26,10) map=1 stage=4 hp=83%
[siege-trace] t137a__07 t=33882 (21,14) map=1 stage=1 hp=100%
[siege-trace] t137a__00 t=33897 (28,10) map=1 stage=5 hp=50%
[siege-trace] t137a__04 t=33898 (25,10) map=1 stage=4 hp=17%
[siege-trace] t137a__06 t=33898 (26,10) map=1 stage=4 hp=70%
[siege-trace] t137a__01 t=33899 (25,10) map=1 stage=4 hp=94%
[siege-trace] t137a__03 t=33901 (24,10) map=1 stage=3 hp=39%
[siege-trace] t137a__02 t=33901 (26,10) map=1 stage=4 hp=61%
[siege-trace] t137a__10 t=33902 (25,10) map=6 stage=3 hp=0%
[siege-trace] t137a__11 t=33903 (28,10) map=6 stage=5 hp=22%
[siege-trace] t137a__08 t=33903 (26,10) map=6 stage=4 hp=3%
[siege-trace] t137a__09 t=33905 (23,10) map=1 stage=3 hp=25%
[siege-trace] t137a__05 t=33905 (28,10) map=1 stage=5 hp=65%
[siege-trace] t137a__07 t=33912 (26,10) map=1 stage=4 hp=16%
[siege-trace] t137a__00 t=33927 (27,10) map=1 stage=5 hp=0%
[siege-trace] t137a__04 t=33928 (23,10) map=6 stage=3 hp=55%
[siege-trace] t137a__06 t=33928 (28,10) map=1 stage=5 hp=56%
[siege-trace] t137a__01 t=33929 (28,10) map=1 stage=5 hp=97%
[siege-trace] t137a__02 t=33931 (28,10) map=1 stage=5 hp=34%
[siege-trace] t137a__03 t=33931 (24,24) map=6 stage=2 hp=100%
[siege-trace] t137a__10 t=33932 (24,10) map=6 stage=3 hp=97%
[siege-trace] t137a__11 t=33933 (28,10) map=6 stage=5 hp=27%
[siege-trace] t137a__08 t=33933 (26,10) map=1 stage=4 hp=0%
[siege-trace] t137a__09 t=33935 (26,10) map=6 stage=4 hp=89%
[siege-trace] t137a__05 t=33935 (28,10) map=1 stage=5 hp=46%
[siege-trace] t137a__07 t=33942 (24,10) map=6 stage=3 hp=69%
[siege-trace] t137a__04 t=33958 (23,10) map=1 stage=3 hp=85%
[siege-trace] t137a__00 t=33958 (23,10) map=1 stage=3 hp=100%
[siege-trace] t137a__06 t=33958 (23,10) map=1 stage=3 hp=73%
[siege-trace] t137a__01 t=33959 (28,10) map=1 stage=5 hp=71%
[siege-trace] t137a__02 t=33961 (23,10) map=6 stage=3 hp=24%
[siege-trace] t137a__03 t=33961 (26,10) map=6 stage=2 hp=0%
[siege-trace] t137a__10 t=33962 (26,10) map=6 stage=4 hp=83%
[siege-trace] t137a__11 t=33963 (23,10) map=1 stage=3 hp=46%
[siege-trace] t137a__08 t=33963 (21,14) map=1 stage=1 hp=100%
[siege-trace] t137a__09 t=33965 (28,10) map=6 stage=5 hp=46%
[siege-trace] t137a__05 t=33965 (28,10) map=1 stage=5 hp=12%
[siege-trace] t137a__07 t=33972 (26,10) map=6 stage=4 hp=40%
[siege-trace] t137a__00 t=33988 (26,10) map=1 stage=4 hp=78%
[siege-trace] t137a__06 t=33988 (26,10) map=1 stage=4 hp=20%
[siege-trace] t137a__01 t=33989 (27,10) map=1 stage=5 hp=54%
[siege-trace] t137a__04 t=33991 (27,28) map=6 stage=2 hp=100%
[siege-trace] t137a__02 t=33991 (26,10) map=6 stage=4 hp=13%
[siege-trace] t137a__03 t=33991 (25,10) map=1 stage=4 hp=7%
[siege-trace] t137a__10 t=33992 (28,10) map=6 stage=5 hp=22%
[siege-trace] t137a__08 t=33994 (24,10) map=1 stage=0 hp=0%
[siege-trace] t137a__11 t=33994 (20,27) map=6 stage=1 hp=100%
[siege-trace] t137a__09 t=33995 (28,10) map=6 stage=5 hp=31%
[siege-trace] t137a__05 t=33995 (23,10) map=6 stage=3 hp=100%
[siege-trace] t137a__07 t=34002 (27,10) map=1 stage=4 hp=60%
[siege-trace] t137a__00 t=34018 (28,10) map=1 stage=5 hp=41%
[siege-trace] t137a__06 t=34019 (28,10) map=1 stage=0 hp=0%
[siege-trace] t137a__01 t=34019 (28,10) map=1 stage=5 hp=38%
[siege-trace] t137a__04 t=34021 (26,10) map=6 stage=4 hp=39%
[siege-trace] t137a__02 t=34021 (23,10) map=1 stage=3 hp=62%
[siege-trace] t137a__03 t=34022 (26,10) map=6 stage=3 hp=0%
[siege-trace] t137a__10 t=34022 (23,10) map=1 stage=3 hp=91%
[siege-trace] t137a__08 t=34024 (26,10) map=6 stage=4 hp=19%
[siege-trace] t137a__11 t=34024 (26,10) map=1 stage=4 hp=59%
[siege-trace] t137a__09 t=34025 (28,10) map=6 stage=5 hp=6%
[siege-trace] t137a__05 t=34025 (26,10) map=6 stage=4 hp=90%
[siege-trace] t137a__07 t=34032 (23,10) map=6 stage=3 hp=52%
[bots] CRYPT bossSeen=1654 bossKills=110 curse=0 slam=0
[bots] SIEGE reg=123 breach=2117 crown=198
[bots] SUMMARY welcomed=12/12 moved=12/12 minDeltas=12000 kills=323 pots=32 swings=41 deaths=222 shops=2 anvilTries=0 levelDrops=26 regear=0 maxLevel=13 pkts=3568157 bytes=85190858 gates b/g/p/a/r=0/0/0/0/0 mGold=0 mPelts=0 bless=0 mend=0 noSee=0 hurt=0 choir c6=0 c7=0 c8=0
[bots] t137a__00    kit=1 lvl=13 hp=262/262 party=0 deaths=16 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=113 bossKills=14 curse=0 slam=0 lastDeath=(28,10) killerByLvl=L3:2 L13:4 L5:4 L14:4 L15:2
[bots] t137a__01    kit=1 lvl=13 hp=4/262 party=0 deaths=12 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=146 bossKills=10 curse=0 slam=0 lastDeath=(23,10) killerByLvl=L3:2 L13:2 L14:6 L15:2
[bots] t137a__02    kit=1 lvl=13 hp=45/262 party=0 deaths=20 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=129 bossKills=16 curse=0 slam=0 lastDeath=(26,10) killerByLvl=L13:8 L14:8 L15:4
[bots] t137a__03    kit=1 lvl=13 hp=262/262 party=0 deaths=16 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=105 bossKills=10 curse=0 slam=0 lastDeath=(26,10) killerByLvl=L12:2 L13:8 L14:4 L15:2
[bots] t137a__04    kit=1 lvl=12 hp=10/256 party=0 deaths=30 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=177 bossKills=14 curse=0 slam=0 lastDeath=(27,10) killerByLvl=L13:4 L14:22 L15:4
[bots] t137a__05    kit=1 lvl=13 hp=147/262 party=0 deaths=14 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=118 bossKills=2 curse=0 slam=0 lastDeath=(28,10) killerByLvl=L13:6 L14:6 L5:2
[bots] t137a__06    kit=1 lvl=13 hp=134/262 party=0 deaths=20 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=138 bossKills=10 curse=0 slam=0 lastDeath=(28,10) killerByLvl=L13:6 L5:2 L14:10 L15:2
[bots] t137a__07    kit=1 lvl=12 hp=256/256 party=0 deaths=24 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=192 bossKills=4 curse=0 slam=0 lastDeath=(23,10) killerByLvl=L13:8 L5:4 L14:10 L15:2
[bots] t137a__08    kit=1 lvl=13 hp=73/262 party=0 deaths=20 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=135 bossKills=14 curse=0 slam=0 lastDeath=(26,10) killerByLvl=L5:2 L3:2 L13:6 L14:8 L15:2
[bots] t137a__09    kit=1 lvl=13 hp=5/262 party=0 deaths=20 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=139 bossKills=8 curse=0 slam=0 lastDeath=(24,10) killerByLvl=L5:2 L13:8 L14:6 L15:4
[bots] t137a__10    kit=1 lvl=13 hp=157/262 party=0 deaths=14 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=127 bossKills=6 curse=0 slam=0 lastDeath=(28,10) killerByLvl=L13:6 L14:6 L15:2
[bots] t137a__11    kit=1 lvl=13 hp=72/262 party=0 deaths=16 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=135 bossKills=2 curse=0 slam=0 lastDeath=(26,10) killerByLvl=L13:2 L5:4 L14:8 L15:2
[bots] OK
