[siege-trace] t137a__04 t=28394 (22,9) map=1 stage=0 hp=100%
[siege-trace] t137a__00 t=28607 (24,10) map=1 stage=3 hp=29%
[siege-trace] t137a__06 t=28607 (26,10) map=6 stage=4 hp=42%
[siege-trace] t137a__02 t=28607 (28,10) map=6 stage=5 hp=50%
[siege-trace] t137a__08 t=28608 (28,10) map=6 stage=5 hp=14%
[siege-trace] t137a__07 t=28608 (26,10) map=1 stage=4 hp=66%
[siege-trace] t137a__01 t=28608 (23,10) map=6 stage=3 hp=49%
[siege-trace] t137a__05 t=28609 (28,10) map=1 stage=5 hp=37%
[siege-trace] t137a__03 t=28610 (27,10) map=6 stage=4 hp=30%
[siege-trace] t137a__04 t=28611 (23,10) map=1 stage=3 hp=30%
[siege-trace] t137a__09 t=28616 (23,10) map=1 stage=3 hp=88%
[siege-trace] t137a__10 t=28636 (26,10) map=6 stage=4 hp=22%
[siege-trace] t137a__11 t=28637 (28,10) map=6 stage=5 hp=83%
[siege-trace] t137a__06 t=28637 (26,10) map=1 stage=4 hp=13%
[siege-trace] t137a__02 t=28637 (28,10) map=6 stage=5 hp=42%
[siege-trace] t137a__08 t=28638 (24,10) map=1 stage=3 hp=63%
[siege-trace] t137a__07 t=28638 (28,10) map=1 stage=5 hp=56%
[siege-trace] t137a__01 t=28638 (26,10) map=1 stage=4 hp=20%
[siege-trace] t137a__03 t=28640 (27,10) map=1 stage=3 hp=90%
[siege-trace] t137a__05 t=28640 (28,14) map=1 stage=0 hp=100%
[siege-trace] t137a__00 t=28641 (20,27) map=6 stage=1 hp=100%
[siege-trace] t137a__04 t=28641 (26,10) map=1 stage=4 hp=11%
[siege-trace] t137a__09 t=28646 (25,10) map=1 stage=4 hp=52%
[siege-trace] t137a__10 t=28666 (26,10) map=1 stage=4 hp=30%
[siege-trace] t137a__11 t=28667 (28,10) map=6 stage=5 hp=16%
[siege-trace] t137a__06 t=28667 (23,10) map=6 stage=3 hp=94%
[siege-trace] t137a__02 t=28667 (28,10) map=6 stage=5 hp=48%
[siege-trace] t137a__08 t=28668 (26,10) map=1 stage=4 hp=2%
[siege-trace] t137a__01 t=28668 (25,10) map=6 stage=4 hp=10%
[siege-trace] t137a__07 t=28669 (28,10) map=1 stage=5 hp=26%
[siege-trace] t137a__03 t=28670 (26,10) map=1 stage=4 hp=35%
[siege-trace] t137a__05 t=28670 (23,10) map=1 stage=3 hp=86%
[siege-trace] t137a__00 t=28671 (26,10) map=6 stage=4 hp=83%
[siege-trace] t137a__04 t=28671 (28,10) map=1 stage=5 hp=15%
[siege-trace] t137a__09 t=28676 (28,10) map=1 stage=5 hp=13%
[siege-trace] t137a__10 t=28696 (23,10) map=6 stage=3 hp=100%
[siege-trace] t137a__11 t=28697 (28,10) map=6 stage=5 hp=1%
[siege-trace] t137a__06 t=28697 (27,10) map=6 stage=4 hp=76%
[siege-trace] t137a__02 t=28697 (28,10) map=6 stage=5 hp=3%
[siege-trace] t137a__08 t=28698 (23,10) map=6 stage=3 hp=92%
[siege-trace] t137a__01 t=28698 (24,10) map=1 stage=3 hp=56%
[siege-trace] t137a__07 t=28699 (28,10) map=1 stage=5 hp=24%
[siege-trace] t137a__03 t=28700 (25,18) map=1 stage=3 hp=100%
[siege-trace] t137a__05 t=28700 (26,10) map=1 stage=4 hp=89%
[siege-trace] t137a__00 t=28701 (27,10) map=6 stage=5 hp=82%
[siege-trace] t137a__04 t=28701 (23,10) map=6 stage=3 hp=93%
[siege-trace] t137a__09 t=28706 (24,10) map=1 stage=3 hp=60%
[siege-trace] t137a__10 t=28726 (27,10) map=6 stage=4 hp=68%
[siege-trace] t137a__06 t=28727 (27,11) map=6 stage=5 hp=32%
[siege-trace] t137a__02 t=28727 (23,10) map=1 stage=3 hp=2%
[siege-trace] t137a__08 t=28728 (26,10) map=6 stage=4 hp=22%
[siege-trace] t137a__11 t=28728 (34,16) map=1 stage=0 hp=100%
[siege-trace] t137a__01 t=28728 (25,10) map=1 stage=4 hp=56%
[siege-trace] t137a__07 t=28729 (28,10) map=1 stage=5 hp=22%
[siege-trace] t137a__03 t=28730 (26,10) map=1 stage=4 hp=16%
[siege-trace] t137a__05 t=28730 (27,10) map=1 stage=5 hp=11%
[siege-trace] t137a__00 t=28731 (27,10) map=6 stage=5 hp=88%
[siege-trace] t137a__04 t=28731 (26,10) map=6 stage=4 hp=41%
[siege-trace] t137a__09 t=28738 (26,25) map=6 stage=1 hp=100%
[siege-trace] t137a__10 t=28756 (28,10) map=6 stage=5 hp=12%
[siege-trace] t137a__06 t=28757 (23,10) map=1 stage=3 hp=94%
[siege-trace] t137a__02 t=28757 (26,10) map=6 stage=4 hp=52%
[siege-trace] t137a__08 t=28758 (27,10) map=6 stage=5 hp=4%
[siege-trace] t137a__11 t=28758 (26,10) map=6 stage=4 hp=50%
[siege-trace] t137a__01 t=28759 (28,10) map=1 stage=0 hp=0%
[siege-trace] t137a__07 t=28759 (28,10) map=1 stage=0 hp=0%
[siege-trace] t137a__03 t=28760 (26,10) map=6 stage=4 hp=89%
[siege-trace] t137a__05 t=28760 (27,10) map=1 stage=5 hp=4%
[siege-trace] t137a__00 t=28761 (28,10) map=6 stage=5 hp=94%
[siege-trace] t137a__04 t=28761 (28,10) map=6 stage=5 hp=16%
[siege-trace] t137a__09 t=28768 (23,10) map=6 stage=3 hp=83%
[siege-trace] t137a__10 t=28786 (23,10) map=6 stage=3 hp=69%
[siege-trace] t137a__06 t=28787 (26,10) map=1 stage=4 hp=80%
[siege-trace] t137a__08 t=28788 (27,10) map=6 stage=5 hp=8%
[siege-trace] t137a__11 t=28788 (28,10) map=6 stage=5 hp=54%
[siege-trace] t137a__01 t=28789 (23,10) map=6 stage=3 hp=94%
[siege-trace] t137a__02 t=28789 (34,16) map=1 stage=1 hp=100%
[siege-trace] t137a__07 t=28789 (23,11) map=6 stage=3 hp=42%
[siege-trace] t137a__05 t=28790 (23,10) map=6 stage=3 hp=92%
[siege-trace] t137a__03 t=28791 (21,18) map=6 stage=1 hp=100%
[siege-trace] t137a__00 t=28791 (28,10) map=6 stage=5 hp=96%
[siege-trace] t137a__04 t=28794 (24,25) map=6 stage=2 hp=100%
[siege-trace] t137a__09 t=28798 (26,10) map=6 stage=4 hp=38%
[siege-trace] t137a__10 t=28816 (26,10) map=6 stage=4 hp=47%
[siege-trace] t137a__08 t=28818 (24,10) map=1 stage=3 hp=79%
[siege-trace] t137a__11 t=28818 (28,10) map=6 stage=5 hp=45%
[siege-trace] t137a__06 t=28818 (28,10) map=1 stage=5 hp=54%
[siege-trace] t137a__01 t=28819 (26,10) map=6 stage=4 hp=82%
[siege-trace] t137a__02 t=28819 (23,10) map=6 stage=3 hp=27%
[siege-trace] t137a__07 t=28819 (23,10) map=1 stage=3 hp=64%
[siege-trace] t137a__05 t=28820 (25,10) map=6 stage=4 hp=7%
[siege-trace] t137a__03 t=28821 (23,10) map=1 stage=3 hp=73%
[siege-trace] t137a__00 t=28821 (28,10) map=6 stage=5 hp=78%
[siege-trace] t137a__04 t=28824 (24,10) map=6 stage=3 hp=78%
[siege-trace] t137a__09 t=28828 (28,10) map=6 stage=5 hp=11%
[siege-trace] t137a__10 t=28846 (27,10) map=6 stage=5 hp=13%
[siege-trace] t137a__08 t=28848 (25,10) map=1 stage=4 hp=61%
[siege-trace] t137a__11 t=28848 (28,10) map=6 stage=5 hp=44%
[siege-trace] t137a__06 t=28848 (27,10) map=1 stage=5 hp=57%
[siege-trace] t137a__01 t=28849 (28,10) map=6 stage=5 hp=72%
[siege-trace] t137a__07 t=28849 (26,10) map=1 stage=4 hp=4%
[siege-trace] t137a__02 t=28850 (27,10) map=6 stage=3 hp=0%
[siege-trace] t137a__05 t=28850 (23,20) map=6 stage=3 hp=100%
[siege-trace] t137a__03 t=28851 (24,14) map=1 stage=0 hp=100%
[siege-trace] t137a__00 t=28851 (28,10) map=6 stage=5 hp=25%
[siege-trace] t137a__04 t=28854 (27,10) map=6 stage=4 hp=58%
[siege-trace] t137a__09 t=28858 (24,10) map=1 stage=3 hp=78%
[siege-trace] t137a__10 t=28876 (27,11) map=6 stage=5 hp=15%
[siege-trace] t137a__08 t=28878 (28,10) map=1 stage=5 hp=14%
[siege-trace] t137a__11 t=28878 (28,10) map=6 stage=5 hp=25%
[siege-trace] t137a__06 t=28878 (28,10) map=1 stage=5 hp=56%
[siege-trace] t137a__01 t=28879 (28,10) map=6 stage=5 hp=63%
[siege-trace] t137a__07 t=28879 (26,10) map=6 stage=4 hp=22%
[siege-trace] t137a__02 t=28880 (25,10) map=1 stage=4 hp=53%
[siege-trace] t137a__05 t=28880 (24,10) map=1 stage=3 hp=66%
[siege-trace] t137a__03 t=28881 (26,10) map=1 stage=4 hp=36%
[siege-trace] t137a__00 t=28881 (24,10) map=1 stage=3 hp=45%
[siege-trace] t137a__04 t=28885 (28,10) map=1 stage=3 hp=100%
[siege-trace] t137a__09 t=28888 (25,10) map=1 stage=4 hp=37%
[siege-trace] t137a__10 t=28906 (24,10) map=1 stage=3 hp=97%
[siege-trace] t137a__08 t=28908 (22,11) map=6 stage=3 hp=62%
[siege-trace] t137a__06 t=28908 (28,10) map=1 stage=5 hp=31%
[siege-trace] t137a__11 t=28908 (23,10) map=1 stage=0 hp=0%
[siege-trace] t137a__01 t=28909 (28,10) map=6 stage=5 hp=52%
[siege-trace] t137a__07 t=28909 (24,10) map=1 stage=3 hp=74%
[siege-trace] t137a__02 t=28910 (28,10) map=1 stage=5 hp=29%
[siege-trace] t137a__03 t=28911 (23,10) map=6 stage=3 hp=81%
[siege-trace] t137a__00 t=28911 (26,10) map=1 stage=4 hp=8%
[siege-trace] t137a__05 t=28911 (29,26) map=6 stage=2 hp=100%
[siege-trace] t137a__04 t=28915 (26,10) map=1 stage=4 hp=65%
[siege-trace] t137a__09 t=28922 (18,24) map=6 stage=2 hp=100%
[siege-trace] t137a__10 t=28936 (26,10) map=1 stage=4 hp=69%
[siege-trace] t137a__06 t=28938 (28,10) map=1 stage=5 hp=10%
[siege-trace] t137a__11 t=28938 (26,10) map=6 stage=4 hp=49%
[siege-trace] t137a__01 t=28939 (28,10) map=6 stage=5 hp=24%
[siege-trace] t137a__02 t=28940 (23,10) map=6 stage=3 hp=51%
[siege-trace] t137a__07 t=28940 (10,22) map=6 stage=2 hp=100%
[siege-trace] t137a__08 t=28940 (26,10) map=6 stage=1 hp=0%
[siege-trace] t137a__03 t=28941 (26,10) map=6 stage=4 hp=39%
[siege-trace] t137a__00 t=28941 (23,10) map=6 stage=3 hp=100%
[siege-trace] t137a__05 t=28941 (26,10) map=6 stage=4 hp=25%
[siege-trace] t137a__04 t=28945 (28,10) map=1 stage=5 hp=17%
[siege-trace] t137a__09 t=28952 (23,10) map=6 stage=3 hp=54%
[siege-trace] t137a__10 t=28966 (28,10) map=1 stage=5 hp=26%
[siege-trace] t137a__06 t=28968 (23,10) map=6 stage=3 hp=81%
[siege-trace] t137a__11 t=28968 (23,10) map=6 stage=3 hp=93%
[siege-trace] t137a__01 t=28969 (28,10) map=6 stage=5 hp=0%
[siege-trace] t137a__02 t=28970 (29,11) map=1 stage=3 hp=100%
[siege-trace] t137a__07 t=28970 (19,21) map=6 stage=2 hp=87%
[siege-trace] t137a__08 t=28970 (26,10) map=1 stage=4 hp=75%
[siege-trace] t137a__00 t=28971 (26,10) map=6 stage=4 hp=58%
[siege-trace] t137a__05 t=28972 (28,10) map=6 stage=5 hp=9%
[siege-trace] t137a__03 t=28972 (22,10) map=6 stage=3 hp=100%
[siege-trace] t137a__04 t=28975 (28,10) map=1 stage=5 hp=16%
[siege-trace] t137a__09 t=28982 (26,10) map=6 stage=4 hp=23%
[siege-trace] t137a__10 t=28996 (23,10) map=1 stage=3 hp=78%
[siege-trace] t137a__06 t=28998 (26,10) map=6 stage=4 hp=26%
[siege-trace] t137a__11 t=28998 (27,10) map=6 stage=4 hp=49%
[siege-trace] t137a__01 t=28999 (23,10) map=1 stage=3 hp=37%
[siege-trace] t137a__07 t=29000 (27,10) map=1 stage=4 hp=57%
[siege-trace] t137a__08 t=29000 (28,10) map=1 stage=5 hp=66%
[siege-trace] t137a__02 t=29000 (26,10) map=1 stage=4 hp=59%
[siege-trace] t137a__00 t=29001 (26,10) map=1 stage=4 hp=82%
[siege-trace] t137a__05 t=29002 (28,10) map=6 stage=5 hp=11%
[siege-trace] t137a__03 t=29002 (26,10) map=6 stage=4 hp=22%
[siege-trace] t137a__04 t=29005 (28,10) map=1 stage=5 hp=13%
[siege-trace] t137a__09 t=29012 (28,10) map=6 stage=5 hp=16%
[siege-trace] t137a__10 t=29026 (26,10) map=1 stage=4 hp=11%
[siege-trace] t137a__06 t=29028 (23,10) map=6 stage=3 hp=97%
[siege-trace] t137a__01 t=29029 (26,10) map=1 stage=4 hp=17%
[siege-trace] t137a__11 t=29029 (30,14) map=1 stage=0 hp=100%
[siege-trace] t137a__07 t=29030 (23,10) map=6 stage=3 hp=91%
[siege-trace] t137a__08 t=29030 (29,11) map=1 stage=5 hp=8%
[siege-trace] t137a__02 t=29030 (28,10) map=1 stage=5 hp=24%
[siege-trace] t137a__00 t=29031 (22,26) map=6 stage=2 hp=100%
[siege-trace] t137a__05 t=29032 (28,10) map=6 stage=5 hp=16%
[siege-trace] t137a__03 t=29032 (28,10) map=6 stage=5 hp=1%
[siege-trace] t137a__04 t=29035 (29,11) map=1 stage=5 hp=16%
[siege-trace] t137a__09 t=29042 (33,15) map=1 stage=3 hp=100%
[siege-trace] t137a__10 t=29056 (24,10) map=6 stage=3 hp=47%
[siege-trace] t137a__06 t=29058 (27,10) map=6 stage=4 hp=15%
[siege-trace] t137a__11 t=29059 (24,10) map=6 stage=3 hp=9%
[siege-trace] t137a__01 t=29059 (15,22) map=6 stage=2 hp=100%
[siege-trace] t137a__07 t=29060 (27,10) map=6 stage=4 hp=42%
[siege-trace] t137a__02 t=29061 (28,10) map=1 stage=0 hp=0%
[siege-trace] t137a__00 t=29061 (23,10) map=1 stage=3 hp=81%
[siege-trace] t137a__05 t=29062 (28,10) map=6 stage=5 hp=22%
[siege-trace] t137a__03 t=29062 (23,10) map=1 stage=3 hp=23%
[siege-trace] t137a__08 t=29064 (12,24) map=6 stage=1 hp=100%
[siege-trace] t137a__04 t=29065 (28,10) map=1 stage=0 hp=0%
[siege-trace] t137a__09 t=29072 (24,10) map=1 stage=3 hp=66%
[siege-trace] t137a__10 t=29086 (24,10) map=1 stage=3 hp=58%
[siege-trace] t137a__06 t=29088 (27,10) map=6 stage=5 hp=16%
[siege-trace] t137a__11 t=29089 (25,10) map=1 stage=4 hp=83%
[siege-trace] t137a__01 t=29089 (23,10) map=1 stage=3 hp=58%
[siege-trace] t137a__07 t=29091 (27,10) map=6 stage=1 hp=0%
[siege-trace] t137a__02 t=29091 (24,10) map=1 stage=3 hp=70%
[siege-trace] t137a__00 t=29091 (25,10) map=1 stage=4 hp=16%
[siege-trace] t137a__05 t=29092 (28,10) map=6 stage=5 hp=24%
[siege-trace] t137a__03 t=29092 (26,10) map=6 stage=4 hp=52%
[siege-trace] t137a__08 t=29094 (24,10) map=6 stage=3 hp=51%
[siege-trace] t137a__04 t=29095 (24,10) map=6 stage=3 hp=0%
[siege-trace] t137a__09 t=29102 (26,10) map=1 stage=4 hp=59%
[siege-trace] t137a__10 t=29116 (22,11) map=6 stage=3 hp=35%
[siege-trace] t137a__06 t=29118 (23,10) map=1 stage=3 hp=65%
[siege-trace] t137a__11 t=29119 (28,10) map=1 stage=5 hp=81%
[siege-trace] t137a__01 t=29119 (26,10) map=1 stage=4 hp=6%
[siege-trace] t137a__07 t=29121 (24,10) map=1 stage=3 hp=61%
[siege-trace] t137a__02 t=29121 (22,4) map=1 stage=2 hp=100%
[siege-trace] t137a__00 t=29121 (28,10) map=1 stage=5 hp=2%
[siege-trace] t137a__05 t=29122 (23,10) map=1 stage=3 hp=1%
[siege-trace] t137a__03 t=29122 (23,10) map=1 stage=3 hp=25%
[siege-trace] t137a__04 t=29125 (26,10) map=1 stage=4 hp=37%
[siege-trace] t137a__08 t=29126 (34,16) map=1 stage=1 hp=100%
[siege-trace] t137a__09 t=29132 (28,10) map=1 stage=5 hp=65%
[bots] CRYPT bossSeen=2078 bossKills=96 curse=0 slam=0
[bots] SIEGE reg=139 breach=2470 crown=367
[bots] SUMMARY welcomed=12/12 moved=12/12 minDeltas=15000 kills=380 pots=44 swings=42 deaths=256 shops=5 anvilTries=0 levelDrops=28 regear=0 maxLevel=13 pkts=4769909 bytes=113508265 gates b/g/p/a/r=0/0/0/0/0 mGold=0 mPelts=0 bless=0 mend=0 noSee=0 hurt=0 choir c6=0 c7=0 c8=0
[bots] t137a__00    kit=1 lvl=12 hp=256/256 party=0 deaths=24 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=177 bossKills=2 curse=0 slam=0 lastDeath=(28,10) killerByLvl=L11:2 L13:6 L5:4 L14:6 L2:2 L15:4
[bots] t137a__01    kit=1 lvl=12 hp=208/256 party=0 deaths=26 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=262 bossKills=14 curse=0 slam=0 lastDeath=(26,10) killerByLvl=L10:2 L3:4 L13:8 L5:4 L14:4 L15:4
[bots] t137a__02    kit=1 lvl=13 hp=157/262 party=0 deaths=22 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=182 bossKills=8 curse=0 slam=0 lastDeath=(27,10) killerByLvl=L5:2 L12:2 L13:8 L14:6 L2:2 L15:2
[bots] t137a__03    kit=1 lvl=12 hp=220/256 party=0 deaths=30 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=182 bossKills=10 curse=0 slam=0 lastDeath=(26,10) killerByLvl=L11:2 L12:2 L5:4 L13:12 L14:8 L15:2
[bots] t137a__04    kit=1 lvl=13 hp=20/262 party=0 deaths=20 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=199 bossKills=8 curse=0 slam=0 lastDeath=(24,10) killerByLvl=L12:2 L14:4 L13:10 L15:4
[bots] t137a__05    kit=1 lvl=13 hp=129/262 party=0 deaths=20 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=140 bossKills=6 curse=0 slam=0 lastDeath=(23,10) killerByLvl=L13:12 L14:4 L5:4
[bots] t137a__06    kit=1 lvl=13 hp=52/262 party=0 deaths=16 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=133 bossKills=12 curse=0 slam=0 lastDeath=(27,10) killerByLvl=L10:2 L12:4 L5:2 L14:6 L15:2
[bots] t137a__07    kit=1 lvl=12 hp=74/256 party=0 deaths=24 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=163 bossKills=4 curse=0 slam=0 lastDeath=(27,10) killerByLvl=L12:2 L5:2 L3:2 L11:2 L13:8 L14:6 L15:2
[bots] t137a__08    kit=1 lvl=13 hp=234/262 party=0 deaths=18 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=186 bossKills=8 curse=0 slam=0 lastDeath=(27,10) killerByLvl=L12:2 L13:6 L14:8 L15:2
[bots] t137a__09    kit=1 lvl=13 hp=145/262 party=0 deaths=18 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=186 bossKills=8 curse=0 slam=0 lastDeath=(28,10) killerByLvl=L13:4 L15:2 L14:12
[bots] t137a__10    kit=1 lvl=13 hp=51/262 party=0 deaths=18 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=146 bossKills=8 curse=0 slam=0 lastDeath=(26,10) killerByLvl=L12:2 L14:2 L3:4 L13:10
[bots] t137a__11    kit=1 lvl=13 hp=195/262 party=0 deaths=20 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=122 bossKills=8 curse=0 slam=0 lastDeath=(28,10) killerByLvl=L5:2 L13:6 L12:2 L14:8 L15:2
[bots] OK
