[siege-trace] t137a__04 t=35807 (22,9) map=1 stage=0 hp=100%
[siege-trace] t137a__09 t=36229 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=36230 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=36230 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=36230 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=36231 (11,27) map=6 stage=1 hp=100%
[siege-trace] t137a__06 t=36232 (23,17) map=6 stage=5 hp=22%
[siege-trace] t137a__10 t=36233 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=36233 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=36233 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=36234 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=36258 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=36258 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=36259 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=36260 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=36260 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=36260 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=36261 (23,10) map=6 stage=3 hp=100%
[siege-trace] t137a__06 t=36262 (24,19) map=6 stage=5 hp=16%
[siege-trace] t137a__10 t=36263 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=36263 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=36263 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=36264 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=36288 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=36288 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=36289 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=36290 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=36290 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=36290 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=36291 (26,10) map=6 stage=4 hp=100%
[siege-trace] t137a__06 t=36292 (20,18) map=6 stage=5 hp=3%
[siege-trace] t137a__10 t=36293 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=36293 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=36293 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=36294 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=36318 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=36318 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=36319 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=36320 (28,11) map=6 stage=5 hp=89%
[siege-trace] t137a__05 t=36320 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=36320 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=36321 (27,12) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=36322 (27,12) map=6 stage=5 hp=2%
[siege-trace] t137a__10 t=36323 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=36323 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=36323 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=36324 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=36348 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=36348 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=36349 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=36350 (28,11) map=6 stage=5 hp=88%
[siege-trace] t137a__05 t=36350 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=36350 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=36351 (27,12) map=6 stage=5 hp=95%
[siege-trace] t137a__06 t=36352 (27,12) map=6 stage=5 hp=7%
[siege-trace] t137a__10 t=36353 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=36353 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=36353 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=36354 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=36378 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=36378 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=36379 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=36380 (28,11) map=6 stage=5 hp=91%
[siege-trace] t137a__05 t=36380 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=36380 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=36381 (24,18) map=6 stage=5 hp=91%
[siege-trace] t137a__06 t=36383 (20,14) map=6 stage=5 hp=13%
[siege-trace] t137a__10 t=36383 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=36383 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=36383 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=36384 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=36408 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=36408 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=36409 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=36410 (28,11) map=6 stage=5 hp=97%
[siege-trace] t137a__05 t=36410 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=36410 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=36411 (17,12) map=6 stage=5 hp=86%
[siege-trace] t137a__06 t=36413 (17,12) map=6 stage=5 hp=12%
[siege-trace] t137a__10 t=36413 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=36413 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=36413 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=36414 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=36438 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=36438 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=36439 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=36440 (28,10) map=6 stage=5 hp=91%
[siege-trace] t137a__05 t=36440 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=36440 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=36441 (18,12) map=6 stage=5 hp=81%
[siege-trace] t137a__06 t=36443 (18,12) map=6 stage=5 hp=14%
[siege-trace] t137a__10 t=36443 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=36443 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=36443 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=36444 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=36468 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=36468 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=36469 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=36470 (28,10) map=6 stage=5 hp=96%
[siege-trace] t137a__05 t=36470 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=36470 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=36471 (15,17) map=6 stage=5 hp=60%
[siege-trace] t137a__06 t=36473 (15,17) map=6 stage=5 hp=16%
[siege-trace] t137a__10 t=36473 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=36473 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=36473 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=36474 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=36498 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=36498 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=36499 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=36500 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=36500 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=36500 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=36501 (17,18) map=6 stage=5 hp=33%
[siege-trace] t137a__06 t=36503 (17,18) map=6 stage=5 hp=18%
[siege-trace] t137a__10 t=36503 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=36503 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=36503 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=36504 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=36528 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=36528 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=36529 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=36530 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=36530 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=36530 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=36531 (17,18) map=6 stage=5 hp=30%
[siege-trace] t137a__06 t=36533 (17,18) map=6 stage=5 hp=24%
[siege-trace] t137a__10 t=36533 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=36533 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=36533 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=36534 (28,10) map=6 stage=5 hp=100%
[bots] CRYPT bossSeen=15 bossKills=0 curse=0 slam=0
[bots] SIEGE reg=14 breach=420 crown=1099
[bots] SUMMARY welcomed=12/12 moved=12/12 minDeltas=15000 kills=122 pots=3 swings=19 deaths=4 shops=0 anvilTries=0 levelDrops=1 regear=0 maxLevel=15 pkts=2525217 bytes=60453509 gates b/g/p/a/r=0/0/0/0/0 mGold=0 mPelts=0 bless=0 mend=0 noSee=0 hurt=0 choir c6=0 c7=0 c8=0
[bots] t137a__00    kit=1 lvl=14 hp=79/268 party=0 deaths=4 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=4 bossKills=0 curse=0 slam=0 lastDeath=(14,31) killerByLvl=L5:4
[bots] t137a__01    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=1 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__02    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=1 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__03    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=1 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__04    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=1 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__05    kit=1 lvl=15 hp=252/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=1 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__06    kit=1 lvl=15 hp=79/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=1 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__07    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=1 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__08    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=1 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__09    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=1 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__10    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=1 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__11    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=1 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] OK
