[siege-trace] t137a__04 t=41155 (22,9) map=1 stage=0 hp=100%
[siege-trace] t137a__05 t=41278 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41279 (31,19) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=41279 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41279 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41281 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41306 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41306 (25,18) map=6 stage=5 hp=93%
[siege-trace] t137a__08 t=41307 (25,18) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41307 (25,18) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41307 (25,18) map=6 stage=5 hp=87%
[siege-trace] t137a__09 t=41308 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41308 (25,18) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41308 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41309 (25,18) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=41309 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41309 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41311 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41336 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41336 (17,14) map=6 stage=5 hp=90%
[siege-trace] t137a__08 t=41337 (17,14) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41337 (17,14) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41337 (17,14) map=6 stage=5 hp=92%
[siege-trace] t137a__09 t=41338 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41338 (17,14) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41338 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41339 (17,14) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=41339 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41339 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41341 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41366 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41366 (15,18) map=6 stage=5 hp=88%
[siege-trace] t137a__08 t=41367 (15,18) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41367 (15,18) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41367 (15,18) map=6 stage=5 hp=98%
[siege-trace] t137a__09 t=41368 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41368 (15,18) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41368 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41369 (15,18) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=41369 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41369 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41371 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41396 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41396 (24,19) map=6 stage=5 hp=82%
[siege-trace] t137a__08 t=41397 (24,19) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41397 (24,19) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41397 (24,19) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=41398 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41398 (24,19) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41398 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41399 (24,19) map=6 stage=5 hp=97%
[siege-trace] t137a__01 t=41399 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41399 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41401 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41426 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41426 (22,19) map=6 stage=5 hp=71%
[siege-trace] t137a__08 t=41427 (22,19) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41427 (22,19) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41427 (22,19) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=41428 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41428 (18,15) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41428 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41429 (15,15) map=6 stage=5 hp=97%
[siege-trace] t137a__01 t=41429 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41429 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41431 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41456 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41456 (19,17) map=6 stage=5 hp=75%
[siege-trace] t137a__08 t=41457 (19,17) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41457 (19,17) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41457 (19,17) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=41458 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41458 (19,17) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41458 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41459 (19,17) map=6 stage=5 hp=98%
[siege-trace] t137a__01 t=41459 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41459 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41461 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41486 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41486 (15,17) map=6 stage=5 hp=80%
[siege-trace] t137a__08 t=41487 (15,17) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41487 (15,17) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41487 (15,17) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=41488 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41488 (15,17) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41488 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41489 (15,17) map=6 stage=5 hp=97%
[siege-trace] t137a__01 t=41489 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41489 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41491 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41516 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41516 (20,17) map=6 stage=5 hp=74%
[siege-trace] t137a__08 t=41517 (20,17) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41517 (20,17) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41517 (20,17) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=41518 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41518 (20,17) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41518 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41519 (20,17) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=41519 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41519 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41521 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41546 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41546 (18,16) map=6 stage=5 hp=74%
[siege-trace] t137a__08 t=41547 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41547 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41547 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=41548 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41548 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41548 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41549 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=41549 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41549 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41551 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41576 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41576 (22,19) map=6 stage=5 hp=72%
[siege-trace] t137a__08 t=41577 (22,19) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41577 (22,19) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41577 (22,19) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=41578 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41578 (22,19) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41578 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41579 (22,19) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=41579 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41579 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41581 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41606 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41606 (24,18) map=6 stage=5 hp=65%
[siege-trace] t137a__08 t=41607 (24,18) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41607 (24,18) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41607 (24,18) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=41608 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41608 (24,18) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41608 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41609 (24,18) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=41609 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41609 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41611 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41636 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41637 (19,18) map=6 stage=5 hp=63%
[siege-trace] t137a__08 t=41637 (19,18) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41637 (22,19) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41637 (22,19) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=41638 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41638 (22,19) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41638 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=41639 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41639 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41639 (18,19) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41641 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41666 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41667 (18,19) map=6 stage=5 hp=58%
[siege-trace] t137a__08 t=41667 (18,19) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41667 (18,19) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41667 (18,19) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=41668 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41668 (18,19) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41668 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=41669 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41669 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41669 (18,19) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41671 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41696 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41697 (18,16) map=6 stage=5 hp=51%
[siege-trace] t137a__08 t=41697 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41697 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41697 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=41698 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41698 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41698 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=41699 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41699 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41699 (18,16) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41701 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41726 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41727 (18,14) map=6 stage=5 hp=52%
[siege-trace] t137a__08 t=41727 (18,14) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41727 (18,14) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41727 (18,14) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=41728 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41728 (18,14) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41728 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=41729 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41729 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41729 (18,14) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41731 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41756 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41757 (22,18) map=6 stage=5 hp=50%
[siege-trace] t137a__08 t=41757 (22,18) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41757 (22,18) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41757 (22,18) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=41758 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41758 (22,18) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41758 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=41759 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41759 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41759 (22,18) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41761 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41786 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41787 (23,18) map=6 stage=5 hp=34%
[siege-trace] t137a__08 t=41787 (23,18) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41787 (23,18) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41787 (23,18) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=41788 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41788 (23,18) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41788 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=41789 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41789 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41789 (23,18) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41791 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41816 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41817 (15,17) map=6 stage=5 hp=31%
[siege-trace] t137a__08 t=41817 (15,17) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41817 (15,17) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41817 (15,17) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=41818 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41818 (15,17) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41818 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=41819 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41819 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41819 (15,17) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41821 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41846 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41847 (22,18) map=6 stage=5 hp=27%
[siege-trace] t137a__08 t=41847 (22,18) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41847 (22,18) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41847 (22,18) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=41848 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41848 (22,18) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41848 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=41849 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41849 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41850 (14,18) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41851 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=41876 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=41877 (16,16) map=6 stage=5 hp=18%
[siege-trace] t137a__08 t=41877 (16,16) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=41877 (16,16) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=41877 (16,16) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=41878 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=41878 (16,16) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=41878 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=41879 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=41879 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=41880 (16,16) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=41881 (28,10) map=6 stage=5 hp=100%
[bots] CRYPT bossSeen=0 bossKills=0 curse=0 slam=0
[bots] SIEGE reg=12 breach=360 crown=659
[bots] SUMMARY welcomed=12/12 moved=12/12 minDeltas=15000 kills=103 pots=0 swings=14 deaths=0 shops=0 anvilTries=0 levelDrops=0 regear=0 maxLevel=15 pkts=2497411 bytes=59744153 gates b/g/p/a/r=0/0/0/0/0 mGold=0 mPelts=0 bless=0 mend=0 noSee=0 hurt=0 choir c6=0 c7=0 c8=0
[bots] t137a__00    kit=1 lvl=15 hp=41/274 party=2 deaths=0 rxR=754 rxM=1501 lastPid=1 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__01    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=748 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__02    kit=1 lvl=15 hp=274/274 party=2 deaths=0 rxR=751 rxM=1496 lastPid=1 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__03    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=748 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__04    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=748 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__05    kit=1 lvl=15 hp=274/274 party=2 deaths=0 rxR=763 rxM=1509 lastPid=3 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__06    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=749 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__07    kit=1 lvl=15 hp=274/274 party=2 deaths=0 rxR=751 rxM=1496 lastPid=3 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__08    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=749 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__09    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=749 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__10    kit=1 lvl=15 hp=274/274 party=1 deaths=0 rxR=753 rxM=753 lastPid=2 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__11    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=749 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] OK
