mobId,name,mobL,playerL,weapon,aura,armor,skill,build,vials,wins/reps,ttk_med_s,ttk_p90_s,endhp_med_frac
1005,Bonepicker Gnoll ,7,7,2001,0,0,0,str,0,2/7,11.1,12.1,0.00
1005,Bonepicker Gnoll ,7,7,2002,0,0,0,str,0,5/7,8.1,9.7,0.08
1005,Bonepicker Gnoll ,7,7,2002,1,2101,0,str,0,7/7,7.2,8.8,0.30
1005,Bonepicker Gnoll ,7,7,2002,1,2101,1,str,4,7/7,4.0,6.0,0.63
1005,Bonepicker Gnoll ,7,7,2002,4,2102,1,str,6,7/7,4.0,4.8,0.65
1005,Bonepicker Gnoll ,7,9,fists,0,0,0,str,0,0/7,12.1,14.1,0.00
1005,Bonepicker Gnoll ,7,9,2001,0,0,0,str,0,3/7,12.1,12.1,0.00
1005,Bonepicker Gnoll ,7,9,2002,0,0,0,str,0,6/7,8.8,9.7,0.16
1005,Bonepicker Gnoll ,7,9,2002,1,2101,0,str,0,7/7,7.2,8.8,0.36
1005,Bonepicker Gnoll ,7,9,2002,1,2101,1,str,4,7/7,4.0,6.0,0.66
1005,Bonepicker Gnoll ,7,9,2002,4,2102,1,str,6,7/7,4.0,4.0,0.68
1006,Charnel Widow    ,9,8,fists,0,0,0,str,0,0/7,7.3,7.3,0.00
1006,Charnel Widow    ,9,8,2001,0,0,0,str,0,0/7,7.3,7.3,0.00
1006,Charnel Widow    ,9,8,2002,0,0,0,str,0,0/7,7.3,7.3,0.00
1006,Charnel Widow    ,9,8,2002,1,2101,0,str,0,1/7,7.3,9.1,0.00
1006,Charnel Widow    ,9,8,2002,1,2101,1,str,4,7/7,8.1,8.8,0.56
1006,Charnel Widow    ,9,8,2002,4,2102,1,str,6,7/7,8.1,8.1,0.74
1006,Charnel Widow    ,9,9,fists,0,0,0,str,0,0/7,7.3,7.3,0.00
1006,Charnel Widow    ,9,9,2001,0,0,0,str,0,0/7,7.3,7.3,0.00
1006,Charnel Widow    ,9,9,2002,0,0,0,str,0,0/7,7.3,7.3,0.00
1006,Charnel Widow    ,9,9,2002,1,2101,0,str,0,2/7,7.3,9.1,0.00
1006,Charnel Widow    ,9,9,2002,1,2101,1,str,4,7/7,6.0,8.1,0.72
1006,Charnel Widow    ,9,9,2002,4,2102,1,str,6,7/7,8.1,8.1,0.75
1006,Charnel Widow    ,9,11,fists,0,0,0,str,0,0/7,7.3,9.1,0.00
1006,Charnel Widow    ,9,11,2001,0,0,0,str,0,0/7,7.3,9.1,0.00
1006,Charnel Widow    ,9,11,2002,0,0,0,str,0,1/7,7.3,9.1,0.00
1006,Charnel Widow    ,9,11,2002,1,2101,0,str,0,2/7,7.3,8.2,0.00
1006,Charnel Widow    ,9,11,2002,1,2101,1,str,4,7/7,6.0,8.1,0.61
1006,Charnel Widow    ,9,11,2002,4,2102,1,str,6,7/7,7.2,8.1,0.53
1007,Gravecaller      ,11,10,fists,0,0,0,str,0,0/7,5.6,6.7,0.00
1007,Gravecaller      ,11,10,2001,0,0,0,str,0,0/7,5.6,6.7,0.00
1007,Gravecaller      ,11,10,2002,0,0,0,str,0,0/7,5.6,6.7,0.00
1007,Gravecaller      ,11,10,2002,1,2101,0,str,0,1/7,5.6,7.8,0.00
1007,Gravecaller      ,11,10,2002,1,2101,1,str,4,7/7,6.5,9.7,0.59
1007,Gravecaller      ,11,10,2002,4,2102,1,str,6,7/7,8.1,8.1,0.72
1007,Gravecaller      ,11,11,fists,0,0,0,str,0,0/7,5.6,7.8,0.00
1007,Gravecaller      ,11,11,2001,0,0,0,str,0,0/7,5.6,7.8,0.00
1007,Gravecaller      ,11,11,2002,0,0,0,str,0,1/7,5.6,7.8,0.00
1007,Gravecaller      ,11,11,2002,1,2101,0,str,0,1/7,5.6,7.8,0.00
1007,Gravecaller      ,11,11,2002,1,2101,1,str,4,7/7,6.0,8.8,0.61
1007,Gravecaller      ,11,11,2002,4,2102,1,str,6,7/7,7.2,8.1,0.73
1008,Revenant Sexton  ,12,11,fists,0,0,0,str,0,0/7,5.1,6.1,0.00
1008,Revenant Sexton  ,12,11,2001,0,0,0,str,0,0/7,5.1,6.1,0.00
1008,Revenant Sexton  ,12,11,2002,0,0,0,str,0,0/7,5.1,6.1,0.00
1008,Revenant Sexton  ,12,11,2002,1,2101,0,str,0,0/7,6.1,7.1,0.00
1008,Revenant Sexton  ,12,11,2002,1,2101,1,str,4,1/7,10.1,11.1,0.00
1008,Revenant Sexton  ,12,11,2002,4,2102,1,str,6,6/7,12.8,14.1,0.55
1008,Revenant Sexton  ,12,12,fists,0,0,0,str,0,0/7,6.1,7.1,0.00
1008,Revenant Sexton  ,12,12,2001,0,0,0,str,0,0/7,6.1,7.1,0.00
1008,Revenant Sexton  ,12,12,2002,0,0,0,str,0,0/7,6.1,7.1,0.00
1008,Revenant Sexton  ,12,12,2002,1,2101,0,str,0,0/7,6.1,7.1,0.00
1008,Revenant Sexton  ,12,12,2002,1,2101,1,str,4,1/7,10.1,11.1,0.00
1008,Revenant Sexton  ,12,12,2002,4,2102,1,str,6,6/7,12.8,14.1,0.56
1010,Sepulcher Elite  ,12,11,fists,0,0,0,str,0,0/7,5.1,6.1,0.00
1010,Sepulcher Elite  ,12,11,2001,0,0,0,str,0,0/7,5.1,6.1,0.00
1010,Sepulcher Elite  ,12,11,2002,0,0,0,str,0,0/7,5.1,6.1,0.00
1010,Sepulcher Elite  ,12,11,2002,1,2101,0,str,0,0/7,5.1,6.1,0.00
1010,Sepulcher Elite  ,12,11,2002,1,2101,1,str,4,2/7,10.1,12.1,0.00
1010,Sepulcher Elite  ,12,11,2002,4,2102,1,str,6,6/7,12.1,13.1,0.64
1010,Sepulcher Elite  ,12,12,fists,0,0,0,str,0,0/7,5.1,6.1,0.00
1010,Sepulcher Elite  ,12,12,2001,0,0,0,str,0,0/7,5.1,6.1,0.00
1010,Sepulcher Elite  ,12,12,2002,0,0,0,str,0,0/7,5.1,6.1,0.00
1010,Sepulcher Elite  ,12,12,2002,1,2101,0,str,0,0/7,6.1,7.1,0.00
1010,Sepulcher Elite  ,12,12,2002,1,2101,1,str,4,3/7,10.1,10.4,0.00
1010,Sepulcher Elite  ,12,12,2002,4,2102,1,str,6,6/7,12.1,12.8,0.65
