[siege-trace] t137a__04 t=36851 (22,9) map=1 stage=0 hp=100%
[siege-trace] t137a__02 t=37305 (21,16) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=37306 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=37307 (17,14) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=37308 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=37309 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=37332 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=37333 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=37334 (22,14) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=37335 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=37335 (24,15) map=6 stage=5 hp=70%
[siege-trace] t137a__08 t=37335 (24,15) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=37335 (24,15) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=37335 (24,15) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=37336 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=37337 (24,15) map=6 stage=5 hp=87%
[siege-trace] t137a__05 t=37338 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=37339 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=37362 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=37363 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=37364 (18,15) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=37365 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=37365 (18,15) map=6 stage=5 hp=75%
[siege-trace] t137a__08 t=37365 (18,15) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=37365 (18,15) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=37365 (18,15) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=37366 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=37367 (18,15) map=6 stage=5 hp=90%
[siege-trace] t137a__05 t=37368 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=37369 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=37392 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=37393 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=37394 (15,14) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=37395 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=37395 (15,14) map=6 stage=5 hp=66%
[siege-trace] t137a__08 t=37395 (15,14) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=37395 (15,14) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=37395 (15,14) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=37396 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=37397 (15,14) map=6 stage=5 hp=95%
[siege-trace] t137a__05 t=37398 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=37399 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=37422 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=37423 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=37424 (19,15) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=37425 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=37425 (19,15) map=6 stage=5 hp=55%
[siege-trace] t137a__08 t=37425 (19,15) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=37425 (19,15) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=37425 (19,15) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=37426 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=37427 (19,15) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=37428 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=37429 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=37452 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=37453 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=37454 (23,17) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=37455 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=37455 (23,17) map=6 stage=5 hp=59%
[siege-trace] t137a__08 t=37455 (23,17) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=37455 (23,17) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=37455 (23,17) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=37456 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=37457 (23,17) map=6 stage=5 hp=93%
[siege-trace] t137a__05 t=37458 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=37459 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=37482 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=37483 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=37485 (22,18) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=37485 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=37485 (26,19) map=6 stage=5 hp=64%
[siege-trace] t137a__02 t=37485 (26,19) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=37485 (26,19) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=37485 (26,19) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=37486 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=37487 (26,19) map=6 stage=5 hp=86%
[siege-trace] t137a__05 t=37488 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=37489 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=37512 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=37513 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=37515 (14,15) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=37515 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=37515 (14,15) map=6 stage=5 hp=63%
[siege-trace] t137a__02 t=37515 (14,15) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=37515 (14,15) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=37515 (14,15) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=37516 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=37517 (14,15) map=6 stage=5 hp=88%
[siege-trace] t137a__05 t=37518 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=37519 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=37542 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=37543 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=37545 (25,18) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=37545 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=37545 (21,18) map=6 stage=5 hp=69%
[siege-trace] t137a__02 t=37545 (21,18) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=37545 (21,18) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=37545 (21,18) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=37546 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=37547 (17,18) map=6 stage=5 hp=76%
[siege-trace] t137a__05 t=37548 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=37549 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=37572 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=37573 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=37575 (19,18) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=37575 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=37575 (19,18) map=6 stage=5 hp=58%
[siege-trace] t137a__02 t=37575 (19,18) map=6 stage=5 hp=100%
[siege-trace] t137a__06 t=37575 (19,18) map=6 stage=5 hp=100%
[siege-trace] t137a__08 t=37575 (19,18) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=37576 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=37577 (19,18) map=6 stage=5 hp=82%
[siege-trace] t137a__05 t=37578 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=37579 (28,10) map=6 stage=5 hp=100%
[bots] CRYPT bossSeen=0 bossKills=0 curse=0 slam=0
[bots] SIEGE reg=12 breach=360 crown=659
[bots] SUMMARY welcomed=12/12 moved=12/12 minDeltas=15000 kills=104 pots=0 swings=20 deaths=0 shops=0 anvilTries=0 levelDrops=0 regear=0 maxLevel=15 pkts=2477231 bytes=59305118 gates b/g/p/a/r=0/0/0/0/0 mGold=0 mPelts=0 bless=0 mend=0 noSee=0 hurt=0 choir c6=0 c7=0 c8=0
[bots] t137a__00    kit=1 lvl=15 hp=143/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__01    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__02    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__03    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__04    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__05    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__06    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__07    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__08    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__09    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__10    kit=1 lvl=15 hp=237/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__11    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] OK
