[siege-trace] t137a__04 t=34960 (22,9) map=1 stage=0 hp=100%
[siege-trace] t137a__03 t=35204 (19,16) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=35204 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=35204 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=35205 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=35205 (19,16) map=6 stage=5 hp=90%
[siege-trace] t137a__06 t=35205 (19,16) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=35206 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=35231 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=35231 (19,16) map=6 stage=5 hp=86%
[siege-trace] t137a__08 t=35232 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=35233 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=35233 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=35234 (19,16) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=35234 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=35234 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=35235 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=35235 (19,16) map=6 stage=5 hp=90%
[siege-trace] t137a__06 t=35235 (19,16) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=35236 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=35261 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=35261 (18,18) map=6 stage=5 hp=80%
[siege-trace] t137a__08 t=35262 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=35263 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=35263 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=35264 (18,18) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=35264 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=35264 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=35265 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=35265 (18,18) map=6 stage=5 hp=93%
[siege-trace] t137a__06 t=35265 (18,18) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=35266 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=35291 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=35291 (24,18) map=6 stage=5 hp=67%
[siege-trace] t137a__08 t=35292 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=35293 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=35293 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=35294 (24,18) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=35294 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=35294 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=35295 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=35295 (24,18) map=6 stage=5 hp=94%
[siege-trace] t137a__06 t=35295 (24,18) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=35296 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=35321 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=35321 (12,14) map=6 stage=5 hp=70%
[siege-trace] t137a__08 t=35322 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=35323 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=35323 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=35324 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=35324 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=35324 (23,14) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=35325 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=35325 (27,12) map=6 stage=5 hp=92%
[siege-trace] t137a__06 t=35325 (28,12) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=35326 (28,11) map=6 stage=5 hp=95%
[siege-trace] t137a__01 t=35351 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=35351 (15,14) map=6 stage=5 hp=75%
[siege-trace] t137a__08 t=35352 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=35353 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=35353 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=35354 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=35354 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=35354 (15,14) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=35355 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=35355 (15,14) map=6 stage=5 hp=91%
[siege-trace] t137a__06 t=35355 (15,14) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=35356 (28,11) map=6 stage=5 hp=98%
[siege-trace] t137a__01 t=35381 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=35381 (16,17) map=6 stage=5 hp=81%
[siege-trace] t137a__08 t=35382 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=35383 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=35383 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=35384 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=35384 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=35384 (16,17) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=35385 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=35385 (16,17) map=6 stage=5 hp=75%
[siege-trace] t137a__06 t=35385 (16,17) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=35386 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=35411 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=35411 (22,18) map=6 stage=5 hp=86%
[siege-trace] t137a__08 t=35412 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=35413 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=35413 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=35414 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=35414 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=35414 (22,18) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=35415 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=35415 (22,18) map=6 stage=5 hp=70%
[siege-trace] t137a__06 t=35415 (22,18) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=35416 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=35441 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=35441 (23,17) map=6 stage=5 hp=91%
[siege-trace] t137a__08 t=35442 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=35443 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=35443 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=35444 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=35444 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=35444 (23,17) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=35445 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=35445 (23,17) map=6 stage=5 hp=68%
[siege-trace] t137a__06 t=35445 (23,17) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=35446 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__01 t=35471 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=35471 (19,14) map=6 stage=5 hp=97%
[siege-trace] t137a__08 t=35472 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=35473 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=35473 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=35474 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=35474 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=35474 (19,12) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=35475 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=35475 (23,12) map=6 stage=5 hp=65%
[siege-trace] t137a__06 t=35475 (23,12) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=35476 (28,11) map=6 stage=5 hp=95%
[siege-trace] t137a__01 t=35501 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=35501 (15,15) map=6 stage=5 hp=96%
[siege-trace] t137a__08 t=35502 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=35503 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=35503 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=35504 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=35504 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=35504 (15,15) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=35505 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=35505 (15,15) map=6 stage=5 hp=67%
[siege-trace] t137a__06 t=35505 (15,15) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=35506 (28,11) map=6 stage=5 hp=98%
[siege-trace] t137a__01 t=35531 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__09 t=35531 (16,13) map=6 stage=5 hp=97%
[siege-trace] t137a__08 t=35532 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__11 t=35533 (28,10) map=6 stage=5 hp=100%
[siege-trace] t137a__05 t=35533 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__10 t=35534 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__07 t=35534 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__03 t=35534 (16,13) map=6 stage=5 hp=100%
[siege-trace] t137a__04 t=35535 (28,11) map=6 stage=5 hp=100%
[siege-trace] t137a__00 t=35535 (16,13) map=6 stage=5 hp=69%
[siege-trace] t137a__06 t=35535 (16,13) map=6 stage=5 hp=100%
[siege-trace] t137a__02 t=35536 (28,11) map=6 stage=5 hp=96%
[bots] CRYPT bossSeen=0 bossKills=0 curse=0 slam=0
[bots] SIEGE reg=12 breach=360 crown=512
[bots] SUMMARY welcomed=12/12 moved=12/12 minDeltas=12000 kills=82 pots=0 swings=16 deaths=0 shops=0 anvilTries=0 levelDrops=0 regear=0 maxLevel=15 pkts=2015070 bytes=48249889 gates b/g/p/a/r=0/0/0/0/0 mGold=0 mPelts=0 bless=0 mend=0 noSee=0 hurt=0 choir c6=0 c7=0 c8=0
[bots] t137a__00    kit=1 lvl=15 hp=193/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__01    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__02    kit=1 lvl=15 hp=257/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__03    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__04    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__05    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__06    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__07    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__08    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__09    kit=1 lvl=15 hp=272/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__10    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] t137a__11    kit=1 lvl=15 hp=274/274 party=0 deaths=0 rxR=0 rxM=0 lastPid=0 casts c6=0 c7=0 c8=0 bossSeen=0 bossKills=0 curse=0 slam=0 lastDeath=(-1,-1) killerByLvl=
[bots] OK
